house_location,price,rooms,bedrooms,baths,levels,basement,garage,suburb,school_dist,mls,house_type,firm,firm_phone,agent,agent_phone,house_description,construction,heating,cooling,fireplace,gas,water,sewer,lot_dimensions,condo_level,hoa_fee,semiannual_taxes,bath_1_dimension,bath_1_level,bath_2_dimension,bath_2_level,bedroom_2_dimension,bedroom_2_level,bedroom_3_dimension,bedroom_3_level,dining_dimension,dining_level,family_dimension,family_level,kitchen_dimension,kitchen_level,laundry_dimension,laundry_level,living_dimension,living_level,master_dimension,master_level,directions,breakfast_dimension,breakfast_level,bath_3_dimension,bath_3_level,study_dimension,study_level,bedroom_4_dimension,bedroom_4_level,bedroom_5_dimension,bedroom_5_level,bath_4_dimension,bath_4_level,recreation_room_dimension,recreation_room_level
78 RT 8,"$119,900 ",8,4,Feb-00,1 Story,Full,"2 Cars (Attached,Front)",CALIFORNIA,CAMPBELL CO,247018,Single Family,SIBCY-CLINE REALTORS INC,(606) 781-4400,LINDA GOVAN,(606) 781-4400,"INTERIOR PHOTOS WWW.SIBCYCLINE.COM*RIVERVIEW! 4BR 2BA BR RANCH CITY
WATER* NEWER ROOF, GUTTERS, WINDOWS, HW HTR, WBFP 1ST FLR FR, WD STOVE
IN BASE* 2 MILE FROM AA HWY HOMW WARRANTY*$1000 DECOR ALLOWANCE",Brick,"Electric,Heat Pump",Central Air,"Wood,Stove,Brick",None,Public,Septic,0,,0,$0 ,FULL,1,FULL,1,10 X 12,1,9 X 10,1,10 X 10,1,11 X 19,1,10 X 11,1,,,12 X 16,1,11 X 13,1,"AA HWY EAST TO L ON 1996 TO R ON WASHINGT ON L
ON 1996 L ON RT 8 2ND DRIVEWAY ON L",,,,,,,10 X 18,L,,,,,,
6705 ALEXANDRIA,"$400,000 ",5,3,Jan-00,1 Story,Part,None,ALEXANDRIA,CAMPBELL CO,243066,Single Family,COLDWELL BANKER WEST SHELL,(606) 781-5000,THOMAS COTTINGHAM,(606) 781-5000,"VALUE IS IN THE 1.82 ACRES! ZONED HIGHWAY COMMERCIAL! IDEAL FOR GAS
STATION, BANK, RESTAURANT, ETC. NEXT TO WALMART AND VILLAGE GREEN
SHOPPING CENTER, 210' ROAD FRONTAGE ON US 27.",Brick,Gas,Window Unit,None,Natural,Public,Public,210 X 445,,0,$0 ,,,,,,,,,,,,,,,,,,,,,"SOUTH ON US 27 TO VILLAGE GREEN SHOPPING CENTER
- PROPERTY IS NEXT TO WALMART",,,,,,,,,,,,,,
34 SADDLE RIDGE,"$369,900 ",10,3,1-Feb,2 Story,Full,"2 Cars (Attached,Side,Oversized)",ALEXANDRIA,CAMPBELL CO,249396,Single Family,SIBCY-CLINE REALTORS INC,(606) 781-4400,REBECCA ORTH,(606) 781-4400,"CUSTOM BUILT FULL BRICK - AMPLE TELE LINES- FENCED YARD-GORGEOUS-1ST
FLR HDWD FLRS-BUTLERS PANTRY-CHERRY CABINETRY-CUSTOM SHELVING-A MUST
SEE. INTERIOR PHOTOS WWW.SIBCYCLINE.COM",Brick,"Gas,Forced Air",Central Air,"Wood,Gas,Marble",Propane,Public,Public,0,,365,$0 ,FULL,2,FULL,2,13 X 14,2,13 X 11,2,13 X 14,1,20 X 17,1,11 X 15,1,9 X 9,1,,,13 X 16,2,"471 OR AA HWY TO US27 S L HWY 10 R ON
PERSIMMON GRV, SADDLE RIDGE TRAIL",11 X 7,1,PART,1,13 X 13,1,,,,,,,,
32 SOUTHWOOD DR,"$198,510 ",8,4,1-Feb,2 Story,Full,"2 Cars (Builtin,Front)",ALEXANDRIA,CAMPBELL CO,247750,Single Family,THE DREES COMPANY,(606) 578-4200,JACK MILLER,(606) 578-4200,CALL JULIE S. MAI AT 635-6025 TO VIEW THIS HANOVER III PLAN,"Brick,Vinyl",Gas,Central Air,"Wood,Insert",Natural,Public,Public,70x170,,0,$N/A,FULL,2,FULL,2,13 X 11,2,11 X 12,2,10 X 12,1,16 X 15,1,9 X 12,1,,,13 X 12,1,16 X 14,2,"AA HWY TO S ON RTE 27 LEFT ONTO RT2 LEFT ONTO
SOUTHWOOD",10 X 10,1,PART,1,,,10 X 11,2,,,,,,
108 PARKSIDE,"$169,900 ",8,4,1-Feb,2 Story,Full,"2 Cars (Attached,Front)",ALEXANDRIA,CAMPBELL CO,248347,Single Family,SIBCY-CLINE REALTORS INC,(606) 781-4400,REBECCA ORTH,(606) 781-4400,"CALL NOW TO CUSTOMIZE*MARCH COMPLETION*SOAKER TUB IN MSTR BDRM*10 YR
STRUCT YRAL & 1 YR HBA WARRANTY*$1200 INCENTIVE THRU MARCH 1,2000.","Brick,Vinyl","Gas,Forced Air",Central Air,"Gas,Ceramic",Natural,Public,Public,75x184,,0,$0 ,FULL,2,FULL,2,13 X 10,2,14 X 10,2,12 X 11,1,13 X 24,1,11 X 10,1,,,,,16 X 12,2,"S US27 JUST PAST NEW HIGH SCHOOL TO L ON
PARKSIDE TO HOME ON LEFT",12 X 11,1,PART,1,,,12 X 10,2,,,,,,
6 MAGNOLIA,"$169,845 ",8,4,1-Feb,2 Story,Full,2 Cars (Attached),ALEXANDRIA,CAMPBELL CO,246400,Single Family,HUFF REALTY,(606) 781-5100,JIM BRULPORT,(606) 781-5100,"NEW BOLD HOME OPEN 2 STORY FOYER, 4 BEDROOMS, 2 1/2 BATHS, GREAT ROOM
WITH GAS FIREPLACE. 1ST FLOOR LAUNDRY. WAS BOLDS CAVALCADE HOME. READY
TO MOVE INTO.","Brick,Vinyl","Gas,Forced Air",Central Air,Gas,Natural,Public,Public,85 X 190,,10,"$9,999 ",PART,1,FULL,2,13 X 10,2,13 X 12,2,12 X 10,1,15 X 16,1,11 X 11,1,6 X 8,1,13 X 12,1,17 X 13,2,"US 27 SOUTH TO LEFT AT MEADOWS OF PARK- SIDE .1
MILE BEFORE A J JOLLY PARK",11 X 8,1,FULL,2,,,13 X 11,2,,,,,,
101 QUAILWOOD CT,"$156,900 ",6,3,1-Feb,2 Story,Full,2 Cars (Builtin),ALEXANDRIA,CAMPBELL CO,250311,Single Family,RE/MAX AFFILIATES INC,(606) 372-6000,DEBBIE COFFMAN,(606) 372-6000,"STUNNING FLOOR PLAN WITH 2 STORY GREAT RM & WALL OF WINDOWS TO VIEW
THE BEAUTIFUL WOODED LOT. IMMACULATE INSIDE! PROFESSIONAL DECORATING
ADDS WARM TOUCHES THRUOUT*KITCHEN IS WONDERFUL*QUIET NO OUTLET STREET.","Brick,Alum","Electric,Heat Pump",Central Air,"Gas,Ceramic",None,Public,Public,70x350,,0,$0 ,FULL,2,FULL,2,12 X 11,2,11 X 10,2,12 X 10,1,,,16 X 12,1,5 X 6,1,20 X 26,1,16 X 15,2,"US 27 TO OLD STATE #2, TO WOODSTONE
SUBDIVISION*STONEGATE DR TO L QUAILWOOD",,,PART,1,,,,,,,,,,
3647 MEADOW VIEW,"$147,900 ",8,4,1-Feb,2 Story,Part,2 Cars (Builtin),ALEXANDRIA,CAMPBELL CO,248546,Single Family,HUFF REALTY,(606) 781-5100,LARRY WALLACE,(606) 781-5100,"VERY NICE HOME ON CUL-DE-SAC. AREA OF BETTER HOMES WITH UNDERGROUND
UTILITIES. TASTEFULLY LANDSCAPED AND IN MOVE IN CONDITION. PRICED TO
SELL!","Brick,Vinyl",Electric,Central Air,"Wood,Brick",None,Public,Public,irregular,,0,"$9,999 ",PART,1,FULL,2,12 X 9,2,11 X 10,2,11 X 10,1,16 X 12,1,14 X 11,1,7 X 10,1,15 X 11,1,15 X 12,2,"US 27 S TO ALEXANDRIA TURN LEFT ON POPLAR RIDGE
TO LEFT ON MEADOW VIEW.",,,FULL,2,,,12 X 8,2,,,,,,
4 STONEGATE DR,"$138,500 ",7,3,1-Feb,Quad Level,Full,"2 Cars (Attached,Front)",ALEXANDRIA,CAMPBELL CO,248590,Single Family,SIBCY-CLINE REALTORS INC,(606) 781-4400,TONY HERMS,(606) 781-4400,"INTERIOR PHOTOS WWW.SIBCYCLINE.COM** SUPER QUAD LEVE W/OPEN FLR
PLAN*CATH CEILINGS, SKYLIGHTS, BRICK WRAP*FENCED REAR YARD*NEWER
CARPET IN LR,DR & FR '99*NEWER ROOF'99*CERAMIC TILE FLR IN BATH*2 CAR
ATT GAR*1 YR HMS WARRANTY*","Brick,Wood,Alum","Electric,Heat Pump",Central Air,"Wood,Brick",None,Public,Public,-,,0,$0 ,FULL,2,FULL,2,11 X 10,2,10 X 10,2,10 X 9,1,21 X 11,L,14 X 11,1,,,12 X 19,1,14 X 13,2,"US 27 S, R OLD STATE #2,TO WOODSTONE SUB-
DIVISION... 2ND HOUSE ON LEFT",,,PART,L,,,,,,,,,,
321 ROSE DR,"$134,900 ",7,3,Mar-00,1.5 Story,Full,"2 Cars (Detached,Carport)",ALEXANDRIA,CAMPBELL CO,248158,Single Family,HUFF REALTY,(606) 781-5100,DENISE FIRTH,(606) 781-5100,"CHARMING 3 BDRM, 3 FULL BATHS, BRICK RANCH. EVERYTHING ABOUT THIS
HOUSE IS QUALITY. EAT-IN KITCHEN, FENCED BACK YARD, 2 CAR DET GARAGE.
WONDERFUL ADDITION ON BACK OF HOUSE. ALL APPLIANCES STAY.","Brick,Alum",Gas,Window Unit,Wood,Natural,Public,Public,65 X 200,,0,"$9,999 ",FULL,1,FULL,1,12 X 9,1,10 X 9,1,10 X 10,1,23 X 17,1,9 X 18,1,,,15 X 11,1,11 X 11,1,"SOUTH US 27 R ON MAIN TURNS INTO 10 LEFT ON
GRANDVIEW RIGHT ON ROSE DR.",,,FULL,L,,,,,,,,,23 X 17,L
1657 GLENS,"$169,900 ",10,4,1-Feb,2 Story,Full,"2 Cars (Attached,Side,Oversized,Heated)",OAKBROOK,BOONE COUNT,248504,Single Family,WARDEN & ASSOCIATES REALTORS,(606) 781-8696,DOROTHY SOUTH,(606) 781-8696,"RICH THICK CARPET THRUOUT. CERAMIC TILE KITCHEN & BREAKFAST ROOM.
GREAT LOT WITH MATURE TREES. WALKIN CLOSET & DRESSING AREA IN MASTER.
CEILING FANS, BASEMENT W/WALKOUT. DOUBLE SINK IN MASTER, BSMT 30X25 +
20X13.","Brick,Stucco","Electric,Heat Pump",Central Air,"Wood,Brick",None,Public,Public,85 x 309,,0,$0 ,FULL,2,FULL,2,10 X 13,2,11 X 10,2,12 X 11,1,13 X 19,1,12 X 11,1,5 X 7,1,13 X 16,1,15 X 14,2,"ROUTE 18 TO OAKBROOK, LEFT ON GLENS",12 X 10,1,PART,1,,,11 X 10,2,,,,,,
11 DRIFTWOOD CT,"$114,900 ",7,3,Feb-00,Quad Level,Full,1 Car (Builtin),ALEXANDRIA,CAMPBELL CO,250327,Single Family,SIBCY-CLINE REALTORS INC,(606) 781-4400,BARB CLARK,(606) 781-4400,"INTERIOR PHOTOS WWW.SIBCYCLINE.COM*QUAD LEVEL*3 BEDROOMS*HUGE
KITCHEN*NEW VINYL FLORR IN KITCHEN*FINISHED FAMILY ROOM
W/FIREPLACE*CUL DE SAC LOT","Brick,Vinyl","Heat Pump,Baseboard",Central Air,Wood,None,Public,Public,30x170,,0,$0 ,FULL,2,FULL,3,10 X 13,2,9 X 9,2,9 X 12,1,16 X 24,4,9 X 12,1,,,14 X 11,1,10 X 14,2,"US27 S TO L ON RT 10 L ON BROOKWOOD L ON
CHERRYWOOD L ON DRIFTWOOD",,,,,,,,,,,,,,
238 E POPLAR RIDGE,"$76,900 ",5,3,Jan-00,1.5 Story,Full,None,ALEXANDRIA,CAMPBELL CO,248316,Single Family,HUFF REALTY,(606) 525-7900,PAT LAY,(606) 525-7900,"WWW.HUFF.COM * GREAT FAMILY HOME!!! *3 LARGE BEDRMS W/MASTER ON 1ST
FLR * HUGE EAT-IN KITCHEN * THIS IS A WONDERFUL GROWING AREA * READY
TO OCCUPY * SEWER ASSESMENT PASSES TO BUYER *",Vinyl,Gas,None,None,Natural,Public,Public,irregular,,0,$NA,FULL,1,,,14 X 12,2,18 X 14,2,,,,,23 X 12,,,,16 X 11,1,14 X 13,1,"US 27 SO LEFT ON E POPLAR RIDGE OR AAHWY TO E
POPLAR RIDGE",,,,,,,,,,,,,,
67 SENTRY,"$434,900 ",10,4,1-Apr,2 Story,Full,"3 Cars (Attached,Side)",WILDER,CAMPBELL,249880,Single Family,COLDWELL BANKER WEST SHELL,(606) 341-9000,MARILYN BREIER,(606) 341-9000,"CUSTOMIZED & EXQUISITE! RICH MOLDINGS/WDWRK THRUOUT,GOURMET KIT
W/BUILT-IN APPLS,LOW-E WINDOWS,POCKET DOORS,VAULTED CEILING;FP &
LUXURIOUS BATH IN MSTR SUITE. SPRINKLER & SECURITY SYS, PALADIUM
WINDOWS,HRDWD FLRS",Brick,"Gas,Forced Air",Central Air,"Wood,Gas,Marble",Natural,Public,Public,116 X 334,,0,$0 ,FULL,2,FULL,2,13 X 13,2,16 X 11,2,17 X 12,1,21 X 17,1,16 X 12,1,14 X 6,1,17 X 12,1,25 X 17,2,JOHNS HILL RD TO FELDMAN R SENTRY,16 X 12,1,FULL,2,16 X 13,1,15 X 14,2,,,FULL,L,,
97 THREE MILE RD,"$340,000 ",7,4,Jan-00,2 Story,Full,None,WILDER,CAMPBELL,247273,Farms,RE/MAX RESULTS,(606) 824-9800,JIM SCHACK,(606) 824-9800,"26 ACRE FARM, JUST OFF I-275 ON 3 MILE RD. EASY ACCESS TO NKU.
UTILITIES AVAILABLE. ZONED R-2. CLOSE TO DOWNTOWN CINCINNATI",Alum,"Gas,Forced Air",None,Wood,None,Public,Public,irregular,,0,$0 ,FULL,1,,,14 X 12,2,12 X 12,2,14 X 12,1,,,14 X 12,1,,,16 X 14,1,14 X 12,1,"I-275 E, THREE MILE RD EXIT (NKU EXIT) TURN LEFT
TO PROPERTY ON LEFT",,,,,,,12 X 10,2,,,,,,
8 ALANNA,"$149,900 ",7,3,1-Feb,2 Story,Full,"1 Car (Attached,Front)",WILDER,CAMPBELL,247321,Single Family,CENTURY 21 STEVE MORRIS REALTY,(606) 441-5333,RICHARD HUBBARD,(606) 441-5333,"GREAT HOME ON C-D-S. EQUIPPED KIT W/NEWER APPLIANCES. ROOF 7 YRS,REPL.
WIND., LL FAMILY RM W/KNOTTY PINE WALLS. EXTRA STORAGE UNDER GAR, HDWD
FL THRU OUT 1ST & 2ND FL(EXCL. KIT) LG. FENCED REAR YARD.","Brick,Vinyl","Gas,Hot Water",Central Air,"Wood,Brick",Natural,Public,Public,75x319,,0,$0 ,FULL,2,PART,1,13 X 10,2,10 X 11,2,13 X 11,1,21 X 13,L,12 X 10,1,,,21 X 13,1,16 X 13,2,"MARTHA LANE OR 27 TO JOHNS HILL, LT ON W.JOHNS
HILL TO RT ON ALANNA",,,FULL,L,,,,,,,,,,
103 N WATCHTOWER#203,"$110,000 ",5,2,Feb-00,1 Story,None,"1 Car (Attached,Front)",WILDER,CAMPBELL,250326,Condominium,HUFF REALTY,(606) 525-7900,BILL KRAATZ,(606) 525-7900,"WWW.HUFF.COM *STEP FREE LIVING IN THIS EXQUISITE CONDO W/ATTACHED
GARAGE * SPACIOUS BEDROOMS * BALCONY * FIREPLACE & LOADS OF STORAGE *
VICTURAL TOUR AT WWW.MYKYREALTOR.COM *","Brick,Alum,Vinyl",Electric,Central Air,Wood,None,Public,Public,n/a,G,105,$NA,FULL,,FULL,,12 X 10,1,,,10 X 10,1,,,10 X 10,1,,,20 X 15,1,15 X 14,1,JOHNS HILL TO SIGNAL HILL TO N WATCHTOWER,,,,,,,,,,,,,,
513 TELESCOPE VIEW,"$95,900 ",5,2,Feb-00,1 Story,None,1 Car (Attached),WILDER,CAMPBELL,249541,Condominium,HOMEOWNER CONSULTANTS,(513) 923-4600,ALLEN C. KING,(513) 923-4600,"IMMEDIATE OCCUPANCY ON THIS PRESTINE 2 BDRM 2 BATH CONDO!UPPER FLOOR
UNIT W/CATHEDRAL CEILINGS,MARBLE FIREPLACE,WALK OUT TO PRIVATEDECK
WITH A SPECTA CULAR VIEW,EQ.KITCHEN,LAUND.RM W/WASHER AND
DRYER,ATT.GARAGE,MUCH MORE!!!!!","Brick,Vinyl","Electric,Heat Pump",Central Air,"Wood,Marble",None,Public,Public,COMMON,3,104,$OF REC,FULL,3,FULL,3,12 X 10,3,,,10 X 10,3,,,10 X 10,3,,,20 X 15,3,15 X 14,3,"S ON 27 R MARTHA LAYNE TURNS INTO JOHNS H ILL
L INTO SIGNAL HILL R TELESCOPE.",,,,,,,,,,,,,,
501 TELESCOPE VIEW,"$89,500 ",5,2,Feb-00,1 Story,None,None,WILDER,CAMPBELL,248629,Condominium,COLDWELL BANKER WEST SHELL,(606) 781-5000,SHIRLEY KIBLER,(606) 781-5000,"ENJOY THE WONDERFUL VIEW FROM THIS BEAUTIFUL TERRACE HOME ON YOUR
PRIVATE PATIO. VERY WELL MAINTAINED UNIT. TWO BEDROOM, TWO FULL BATH
PLUS EXTRAS. PRICED TO SELL. CALL SHIRLEY FOR MORE DETAILS 483-4537.","Brick,Vinyl","Electric,Forced Air",Central Air,None,None,Public,Public,00X00,L,95,$0 ,FULL,L,FULL,L,12 X 13,L,,,13 X 12,L,,,12 X 10,L,8 X 8,L,13 X 14,L,12 X 17,L,"US 27 S. TO R. ON MARTHA COLLINS TO JOHNS HILL
TO L. ON SIGNAL HILL,L.TELESCOPE",,,,,,,,,,,,,,
360 TIMBER RIDGE,"$87,000 ",6,3,Feb-00,1 Story,None,None,WILDER,CAMPBELL,249098,Condominium,COLDWELL BANKER WEST SHELL,(606) 341-9000,PAT ALEXANDER,(606) 341-9000,"VERY WELL DECORATED 3RD FLR CONDO.CHEERFUL COLORS-NEUTRAL
CARPET-WBFP-4 CEILING FANS-WINDOW DECOR-CATHEDRAL CEILINGS-3RD BED HAS
DOORS,IS PRESENTLY BEING USED AS DEN.","Brick,Wood","Electric,Forced Air",Central Air,Wood,Natural,Public,Public,IRREG,3,152,$0 ,FULL,3,FULL,3,13 X 11,3,,,12 X 8,3,15 X 12,3,8 X 15,3,5 X 7,3,16 X 14,3,18 X 11,3,"RT 9 TO MOOCK RD TO TIMBER RIDGE OR RT 27 TO
MOOCK RD TO BENTWOOD HILLS",,,,,,,,,,,,,,
206 S WATCHTOWER,"$85,000 ",5,2,Feb-00,1 Story,None,None,WILDER,CAMPBELL,249178,Condominium,SIBCY-CLINE REALTORS INC,(606) 781-4400,HOLLY ASHCRAFT,(606) 781-4400,"LESS THAN 2 YRS LIKE NEW BEAUMONT MODEL*NEUTRAL DECOR*LR WALKOUT TO
PATIO AND LAWN AREA*SATELLITE WITH DIRECT TV*SURROUND SOUND PREWIRED
DURING CONSTRUCTION*1/2 BLK TO BUS*MUST SEE!!","Brick,Vinyl","Electric,Heat Pump",Central Air,None,None,Public,Public,n/a,LL,95,$0 ,FULL,1,FULL,1,11 X 12,1,,,13 X 13,1,,,10 X 11,1,8 X 9,1,13 X 14,1,12 X 17,1,"US27 R MARTHA LAYNE COLLINS TO JOHNS HILL L
INTO SIGNAL HILL L ON S WATCHTOWER",,,,,,,,,,,,,,
1857 CLIFFVIEW LN,"$129,800 ",6,2,Feb-00,1 Story,Full,"1 Car (Attached,Front)",FLORENCE,BOONE COUNT,249889,Condominium,"FIRST RESIDENTIAL, INC.",(606) 331-6200,CINDY BROUILLETTE,(606) 331-6200,"RANCH LAYOUT OPEN SPACIOUS LAYOUT 11 FT CEILINGS MSTR WHIRLPOOL DBL
VANITY BDRM WALK-INS HDWD KITCH ARCHED OPENING TO DINING RM TRANSOM
WINDOWS CIRLCE TOP WNDWS FIN TERRACE LVL W/PRIV BDRM/FULL BATH SHOWS
LIKE A MODEL HURRY!!!","Brick,Wood","Electric,Heat Pump",Central Air,"Wood,Marble",None,Public,Public,condo,1,145,$0 ,FULL,1,FULL,L,14 X 10,L,,,12 X 10,1,21 X 12,L,11 X 10,1,15 X 12,L,17 X 13,1,15 X 12,1,RT 18 TO OAKBROOK R CLIFFVIEW,,,,,,,,,,,,,,
350 TIMBER RDG,"$84,999 ",6,2,Feb-00,1 Story,Full,None,WILDER,CAMPBELL,249319,Condominium,HUFF REALTY,(606) 781-5100,DONNA HOFFMAN,(606) 781-5100,"2 BR, AND DEN/FAM RM, CATHEDRAL CEILINGS, DECK OVER-LOOKING VALLEY,
BLEACHED OAK CABINETS, 3 WALK-IN CLOSETS, GREAT CLUB HOUSE, POOL,
TENNIS COURTS.","Brick,Vinyl","Electric,Forced Air,Heat Pump",Central Air,Wood,None,Public,Public,n/a,3,153,"$9,999 ",FULL,3,FULL,3,,,,,12 X 8,3,,,16 X 8,3,,,14 X 14,3,15 X 12,3,"I471 TO SOUTHGATE EXIT TO US 27 TO MOOCK RD TO
BENTWOOD HILLS TO TIMBER RIDGE.#10",,,,,15 X 12,3,,,,,,,,
500 LAKEVIEW 207,"$79,900 ",6,22,Feb-00,1 Story,None,None,WILDER,CAMPBELL,247996,Condominium,HUFF REALTY,(606) 781-5100,DIANA BARLOW,(606) 781-5100,"WONDERFUL EXCEPTIONAL UNIT DO NOT NEED TO DRIVE THRU PARKING AREA TO
GET TO UNIT. DRAMATIC TASTEFUL DECOR, SPARKLES LIKE A MODEL! UNIQUE 2
STORY BLDG THIS IS A TOP FLOOR UNIT WITH ONLY ONE FLIGHT. CATHEDRAL
CEILINGS AND FIRPL","Brick,Vinyl","Electric,Forced Air",Central Air,Wood,None,Public,Public,n/a,21,118,"$9,999 ",FULL,2,FULL,2,13 X 12,2,,,21 X 12,,,,11 X 8,2,,,14 X 14,2,15 X 12,2,"US 27 TO MOOCK RD TO TO LFT ON BENTWOOD HILLS
DRIVE TO END TURN LEFT 1ST BLDG.",,,,,,,,,,,,,,
430 LAKEVIEW,"$70,900 ",5,2,Feb-00,3 Story,None,None,WILDER,CAMPBELL,249987,Condominium,HUFF REALTY,(606) 781-5100,ROBERT W ABNER,(606) 781-5100,"MRS CLEAN LIVES HERE! THIS HOME SPARKLES CEILING TO FLOOR. FEATURES
CATH CEILING,WBFP,CHAIR RAIL,EQUIPPED KITCHEN & LAUNDRY. THIS IS
BETTER THAN NEW LOW DOW-PAYMENT. SELLER MAY HELP WITH CLOSING COSTS.","Brick,Vinyl","Electric,Forced Air",Central Air,Wood,None,Public,Public,n/a,3,119,"$9,999 ",FULL,3,FULL,3,13 X 12,3,,,12 X 8,3,,,10 X 8,3,8 X 8,3,17 X 14,3,14 X 12,3,"I471 TO US 27 NORTH (SOUTHGATE) TO L ON MOOCK
RD TO L ON BENTWOOD TO L ON LAKEVIE",,,,,,,,,,,,,,
360 TIMBER RIDGE,"$69,900 ",5,2,Feb-00,1 Story,None,None,BENTWOOD HILLS,CAMPBELL,249490,Condominium,COLDWELL BANKER WEST SHELL,(606) 341-9000,STEVE TUCKER,(606) 341-9000,"VERY NICE 3RD FLOOR CONDO IN BENTWOOD. VAULTED CEILING, FIREPLACE,
DECK OFF LR. INCLUDES ALL APPLI, 24 HOUR NOTICE TO SHOW. CALL LISTING
AGENT ABOUT SPECIAL ASSESSMENT.","Brick,Alum","Electric,Forced Air",Central Air,Wood,None,Public,Public,n/a,3,119,$0 ,FULL,3,FULL,3,13 X 12,3,,,12 X 11,3,,,10 X 7,3,,,17 X 14,3,14 X 12,3,"RT 9 OR US 27 TO MOOCK RD TO BENTWOOD HILLS TO
TIMBER RIDGE",,,,,,,,,,,,,,
320 TIMBER RIDGE,"$69,900 ",5,2,Feb-00,1 Story,None,None,WILDER,CAMPBELL,247684,Condominium,CENTURY 21 STEVE MORRIS REALTY,(606) 441-5333,RICHARD HUBBARD,(606) 441-5333,"3RD FL CONDO 2/CATHEDRAL CEILINGS, EQUIPPED KIT,WASHER & DRYER
INCLUDED. MSTR SUITE W/WALK-IN CLOSET & SHOWER. CARPETS JUST CLEANED.
READY TO MOVE IN. IMMEDIATE OCCUPANCY.",Brick,"Electric,Forced Air,Heat Pump",Central Air,"Wood,Ceramic",None,Public,Public,condo,3,103,$0 ,FULL,3,FULL,3,,,,,10 X 8,3,,,10 X 7,3,8 X 5,3,15 X 14,3,16 X 11,3,"471N TO FT THOMAS/SOUTHGATE.LT TO LT ON
MOOCK,LT ON BENTWOOD,LT ON TIMBER RIDGE",,,,,,,,,,,,,,
460 LAKEVIEW,"$66,500 ",5,2,Feb-00,1 Story,None,None,WILDER,CAMPBELL,249719,Condominium,HUFF REALTY,(606) 781-5100,ROBERT W ABNER,(606) 781-5100,"1ST FL CONDO W/GROUND LEVEL WALK-OUT TO PATIO. REF, RANGE, FREEZER,
WASHER DRYER INCLUDED. MASTER SUIT W/LG WALK-IN CLOSET & PRIVATE BATH.
OPEN FLOOR PLAN. EASY ACCESS TO I-471/I-275. LOW DOWN PAYMENT
FINANCIAN AVAILABLE.","Brick,Shingle","Electric,Forced Air",Central Air,None,None,Public,Public,n/a,1,118,"$9,999 ",FULL,1,FULL,1,13 X 12,1,,,12 X 8,1,,,10 X 8,1,8 X 8,1,17 X 14,1,14 X 12,1,"I471 TO SOUTHGATE EXIT. N ON ALEXANDRIA PIKE L
ON MOOCK RD L ON BENTWOOD L ON LAK",,,,,,,,,,,,,,
80 CREEKWOOD #4,"$64,000 ",6,2,Feb-00,1 Story,None,None,-,CAMPBELL,248587,Condominium,HUFF REALTY,(606) 525-7900,MIKE PARKER,(606) 525-7900,"WWW.HUFF.COM * QUICK POSSESSION * 2 BEDRMS * 2 FULL BATH * 1ST FLR
VIEW OF LAKE * GREAT LOCATION *CLOSE TO EVERYTHING * OPEN FLR PLAN *
EASY TO SHOW * LG MASTER SUITE W/FULL BATH PLUS LG WALK-IN CLOSET*CALL
MIKE AT 647-0700",Other,"Electric,Heat Pump",Central Air,None,None,Public,Public,-,1,112,$NA,FULL,1,FULL,1,11 X 11,1,,,10 X 9,1,,,10 X 9,1,8 X 6,1,15 X 14,1,16 X 11,1,"US 27 TO MOCK RD TO BRENTWOOD HILLS BLDG 80 ON
CREEKWOOD",,,,,,,,,,,,,,
17 FAIRWAY DRIVE,"$239,900 ",6,2,Mar-00,1 Story,Full,"2 Cars (Builtin,Front)",SOUTHGATE,CAMPBELL,246053,Condominium,COLDWELL BANKER WEST SHELL,(606) 781-5000,MARY ANN SARAKATSANNIS,(606) 781-5000,"PEBBLE BEACH END UNIT, DECK OVERLOOKS WOODED AREA, TOTAL PEACE AND
QUIET TRADE FRUSTRATION FOR RELAXATION. GOLF COURSE LIVING AT ITS
BEST. STUDY OR BDR ON 1ST LOWER LEVEL FAMILY ROOM READY FOR YOUR
CREATIVITY","Brick,Vinyl","Gas,Forced Air",Central Air,"Wood,Gas",Natural,Public,Public,OF RECORD,,230,$0 ,FULL,1,FULL,1,15 X 15,L,,,,,,,13 X 10,1,25 X 13,L,25 X 14,1,16 X 15,1,"I-471 TO EXIT 2, S ON US27 TO R ON BLOSSOM TO
R ON FAIRWAY DRIVE",10 X 9,1,FULL,L,13 X 10,1,,,,,,,,
34 WOODLAND HILLS,"$59,900 ",5,2,Feb-00,1 Story,None,None,SOUTHGATE,CAMPBELL,249022,Condominium,RE/MAX AFFILIATES INC,(606) 341-0500,LISA KALKER-RAISBECK,(606) 341-0500,"YOU MUST SEE THIS WONDERFUL 2 BR/2BA CONDO/BEAUTIFULLY UPDATED KITCHEN
W/ NEW SINK/COUNTER TOPS/CABINETS & CUSTOM COUNTER BAR/NICE WINDOW
TRMTS/WALK- IN CLOSETS/NEW HOT WATER HTR/FEW STEPS/POOL/TENNIS
CLUBHOUSE",Brick,Electric,Central Air,None,None,Public,Public,IRR,1,85,$0 ,FULL,1,FULL,1,12 X 11,1,,,11 X 10,1,,,9 X 7,1,,1,15 X 14,1,16 X 11,1,"US 27 TO MOOCK RD TO L ON WOODLAND HILLS DR TO
#34",,,,,,,,,,,,,,
