code,title,schedule_line,section_code,credits,days,start_time,end_time,building,room,instructor,restrictions
ECON 401,ADV TOPICS MACRO,2817,A,5,MWF,1130,1250,EEB,222,"ENGEL,C","ECON MAJORS ONLY (PD.1&2) 
 ADD CODE REQUIRED (PD.3)"
ECON 406,UNDERGRAD SMR ECON,2818,A,5,TTh,1030,1220,SAV,142,"KOCHIN,L","OFFERED JOINTLY WITH SISJE 490 C 
 MEETS WRITING COURSE REQUIREMENT 
 ECON,SIS MAJORS ONLY (PD.1) 
 ECONOMY OF ISRAEL"
ECON 409,UNDERG SEM-POL ECON,8215,A,5,MW,130,320,MEB,243,"LEVI,M","OFFERED JOINTLY WITH POL S 409 A 
 MEETS WRITING COURSE REQUIREMENT 
 ECON MAJORS ONLY 
 MUST BE ENROLLED IN ECON 409 
 THIS IS A CONTINUING COURSE: 
 PARTICIPATION IN POL S/ECON 409 
 DURING WINTER 2000 REQUIRED FOR 
 REGISTRATION IN POL S/ECON 409 IN 
 SPRING 2000."
ECON 421,MNY CRDT & THE ECON,2820,A,5,TTh,130,320,SAV,216,HADJIMICHALA,ECON MAJORS ONLY (PD.1)
CM 412,CONSTRUCTN PRACTICE,8284,B,3,TTh,1030,1150,FSH,102,"WOOLERY,J","MEETS WRITING COURSE REQUIREMENT 
 NO FRESHMEN,SOPHMRS,JUNIORS 
 CM MAJORS ONLY"
ECON 422,INVESTM CAPTL FNANC,2821,YA,5,MW,430,700P,SAV,216,"PARKS,R","EVE DEG STUDENTS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.3) 
 NO FRESHMEN (PD.3)"
ECON 435,NATRL RESOURCE ECON,2822,A,5,TTh,130,320,RAI,121,"HALVORSEN,R",ECON MAJORS ONLY (PD.1)
ECON 447,ECON OF GENDER,2823,A,5,MW,930,1120,SAV,315,"ROSE,E","OFFERED JOINTLY WITH WOMEN 447 A 
 ECON,WOMEN MAJORS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.3)"
ECON 448,POPULATION & DEVEL,2824,A,5,MW,1130,120,THO,119,"DEOLALIKAR,A",ECON MAJORS ONLY (PD.1)
ECON 454,COST-BENEFIT ANLYS,,,,,,,,,,
ECON 471,INTERNATIONAL TRADE,2826,A,5,MW,130,320,SAV,216,SALEHI-ESFAH,ECON MAJORS ONLY (PD.1)
ECON 472,INTERNATIONAL MACRO,2827,A,5,MW,930,1120,DEN,304,"EICHER,T","ECON MAJORS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.3)"
ECON 485,ECONOMIC GAME THRY,2828,A,5,TTh,1030,1220,JHN,214,"KHALIL,F","ECON MAJORS ONLY (PD.1&2) 
 ADD CODE REQUIRED (PD.3) 
 RECOMMENDED: ECON 300,404"
ECON 491,ISSUES ECON DEVELOP,2829,A,5,MW,930,1120,SAV,216,"DEOLALIKAR,A",ECON MAJORS ONLY (PD.1)
ECON 499,UNDERGRAD RESEARCH,2830,A,1-5,,,,,,,INSTRUCTOR I.D. FROM INSTR
ARCH 312,ARCH DES DRWG III,8366,B,3,,,,,,,"GRADS ONLY 
 ARCH MAJORS ONLY"
CM 431,PROJECT MGMT II,2284,A,4,,,,,,,"NO FRESHMEN,SOPHMRS,JUNIORS 
 CM MAJORS ONLY"
ECON 508,MICRO-ECN ANLYS III,2831,A,4,,,,,,,"GRADS ONLY (PD.1) 
 PREREQ: ECON 500, 501"
ECON 509,MACROECONOMICS III,2832,A,4,,,,,,,"GRADS ONLY (PD.1) 
 PREREQ: ECON 502, 503 OR EQUIVALENT"
ECON 512,ADV MACRO-EC THRY,2833,A,3,TTh,130,250,SAV,302,"NELSON,C",
ECON 523,EMERGENCE OF STATE,2834,A,3,TTh,330,450,SAV,316,"BARZEL,Y",GRADS ONLY (PD.1)
ECON 530,GOV REG & BUS,2835,A,3,,,,,,,"GRADS ONLY (PD.1) 
 PREREQ: ECON 500, 501"
ECON 541,LABOR ECONOMICS,2836,A,3,MW,330,450,SAV,313,"LUNDBERG,S",
ECON 554,COST-BENEFIT ANLYS,2837,A,3,TTh,130,250,SMI,307,"BRUCE,N","OFFERED JOINTLY WITH ECON 454 B 
 GRADS ONLY (PD.1)"
ECON 572,INTERNATL FINANCE,2838,A,3,MW,330,450,SAV,311,"ENGEL,C","PREREQ: ECON 502, 503"
ECON 573,INTL COMMRCL POLICY,2839,A,3,MW,130,250,DEN,307,"EICHER,T","GRADS ONLY (PD.1) 
 PREREQ: ECON 571"
ECON 582,ECONOMETRICS III,2840,A,4,,,,,,,"GRADS ONLY (PD.1) 
 PREREQ: ECON 581"
CM 432,SOILS & FOUNDATIONS,2285,A,3,TTh,130,250,GLD,322,"NEMATI,K",CM MAJORS ONLY
ECON 584,ECONOMETRIC THY II,2841,A,3,MW,130,250,SAV,315,"ZIVOT,E","GRADS ONLY (PD.1) 
 PREREQ: ECON 583"
ECON 596,PRACT IN MICROECON,2842,A,1,,,,,,,"CREDIT/NO CREDIT ONLY 
 GRADS ONLY 
 ECON MAJORS ONLY"
ECON 597,PRACT IN MACROECON,2843,A,1,,,,,,,"CREDIT/NO CREDIT ONLY 
 GRADS ONLY 
 ECON MAJORS ONLY"
ECON 598,PRACT LABOR & DEV,2844,A,1,,,,,,,"CREDIT/NO CREDIT ONLY 
 GRADS ONLY 
 ECON MAJORS ONLY"
ECON 600,INDEPNDNT STDY/RSCH,,,,,,,,,,
ECON 601,INTERNSHIP,2847,A,3-9,,,,,,,"CREDIT/NO CREDIT ONLY 
 INSTRUCTOR I.D. SAV 304"
ECON 800,DOCTORAL DISSERTATN,2848,A,1-10,,,,,,,"CREDIT/NO CREDIT ONLY 
 INSTRUCTOR I.D. SAV 304"
ENGL 100,INT ESL NON-NAT SPE,,,,,,,,,,
ENGL 101,ADV ESL NON-NAT SPE,,,,,,,,,,
ENGL 102,ADV ESL FOR INTL TA,,,,,,,,,,
CM 433,CONSTR LABOR RELA,2286,A,4,W,230,520,EE1,105,"GOLDBLATT,S","CM MAJORS ONLY (PD.1&2) 
 ADD CODE REQUIRED (PD.3) 
 DROP CODE REQUIRED (PD.3&4)"
ENGL 105,INTRODUCTORY COMP,,,,,,,,,,
ENGL 111,COMPOSITION: LIT,,,,,,,,,,
ENGL 121,COMPOSTN: SOC ISSUE,,,,,,,,,,
ENGL 131,COMPOSITN: EXPOSITN,,,,,,,,,,
ENGL 182,RESEARCH PAPER,,,,,,,,,,
ENGL 197,WRITING HUM,,,,,,,,,,
ENGL 198,WRITING/SOC SCI,,,,,,,,,,
ENGL 200,READING LITERATURE,,,,,,,,,,
ENGL 207,INTRO CULTURE STUDY,3152,A,5,TTh,1130,120,CMU,228,"FILAS,M",
ENGL 210,LIT ANCIENT WORLD,,,,,,,,,,
CM 454,REAL ESTATE FINANCE,2287,A,4,TTh,1030,1220,GLD,435,"ROLFE,G","OFFERED JOINTLY WITH URBDP 454 A 
 ENTRY CODES AVAILABLE IN ARC 116"
ENGL 211,MID/REN LIT,,,,,,,,,,
ENGL 212,LIT ENLTMT & REVOLN,,,,,,,,,,
ENGL 213,MODERN/POST MOD LIT,,,,,,,,,,
ENGL 225,SHAKESPEARE,3159,A,5,MTWThF,130,220,LOW,102,"TATE,J",MEETS WRITING COURSE REQUIREMENT
ENGL 229,ENGL LIT:1600-1800,,,,,,,,,,
ENGL 230,ENGL LIT:AFTER 1800,,,,,,,,,,
ENGL 242,READING FICTION,,,,,,,,,,
ENGL 250,INTRO TO AM LIT,,,,,,,,,,
ENGL 281,INTERMED EXPOS WRIT,,,,,,,,,,
ENGL 283,BEGIN VERSE WRITING,,,,,,,,,,
CM 499,UNDERGRAD RESEARCH,2290,A,VAR,,,,,,,CM MAJORS ONLY
ENGL 284,BEG SHORT STRY WRIT,,,,,,,,,,
ENGL 302,CRITICAL PRACTICE,3185,A,5,MW,930,1120,LOW,205,"LESTER,M","ADD CODE REQUIRED (PD.3) 
 ADD CODE FROM INSTR (PD. 3)"
ENGL 304,HIST CRITICISM II,3186,A,5,TTh,130,320,CMU,228,"HANDWERK,G","ADD CODE REQUIRED (PD.3) 
 ADD CODE FROM INSTR (PD. 3)"
ENGL 311,MOD JEWISH LIT TRNS,3187,A,5,TTh,930,1120,DEN,216,"BUTWIN,J","ADD CODE REQUIRED (PD.3) 
 ADD CODE FROM INSTRUCTOR (PD.3)"
ENGL 313,MOD EUROPE LIT TRNS,3188,A,5,TTh,930,1120,LOW,201,CHRISTENSEN,"ADD CODE REQUIRED (PD.3) 
 ADD CODE FROM INSTR (PD. 3)"
ENGL 315,LITERARY MODERNISM,3189,A,5,TTh,1230,220,SAV,211,CHRISTENSEN,"ENGL MAJORS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.3)"
ENGL 320,ENGL LIT:MID AGES,3190,A,5,MW,130,320,SMI,305,"SANOK,C","ENGL MAJORS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.3) 
 ADD CODE FROM INSTR (PD. 3)"
ENGL 323,SHAKESPEARE TO 1603,3191,A,5,MW,1230,220,SAV,241,"DUNLOP,W","ENGL MAJORS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.3) 
 ADD CODE FROM INSTR (PD. 3)"
ENGL 324,SHAKESPEAR AFT 1603,3192,A,5,MTWThF,830,920,SMI,305,"FREY,C","ENGL MAJORS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.3) 
 ADD CODE FROM INSTR (PD. 3)"
ENGL 326,MILTON,3193,A,5,TTh,1030,1220,SAV,211,"VANDENBERG,S","ENGL MAJORS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.3) 
 ADD CODE FROM INSTR (PD. 3)"
CM 550,RES PROJ DEVELOP,2291,YA,3,Th,600,850P,ARC,019,"LEAHY,B","GRADS ONLY 
 NO FRESHMEN,SOPHMRS,JUNIORS,SENIORS 
 EVE DEG STUDENTS ONLY (PD.1)"
ENGL 328,LATER 18TH C LIT,3194,A,5,MW,930,1120,SMI,405,"MC CRACKEN,J","ENGL MAJORS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.3) 
 ADD CODE FROM INSTR (PD. 3)"
ENGL 329,RISE OF ENG NOVEL,3195,YA,5,MW,700,850P,SMI,407,"MAZZEO,T","EVE DEG STUDENTS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.3) 
 NO FRESHMEN (PD.3) 
 ADD CODE FROM INSTRUCTOR (PD. 3)"
ENGL 332,ROMANTIC POETRY II,3196,A,5,MW,1230,220,SMI,407,"MAZZEO,T","ENGL MAJORS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.3) 
 ADD CODE FROM INSTRUCTOR (PD.3)"
ENGL 333,ENGLISH NOVEL,,,,,,,,,,
ENGL 334,ENGL NOV LATER 19 C,3199,A,5,MTWThF,1030,1120,ARC,021,"ALEXANDER,E","ENGL MAJORS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.3) 
 ADD CODE FROM INSTR (PD. 3)"
ENGL 335,AGE OF VICTORIA,3200,A,5,MTWThF,1230,120,CMU,326,"ALEXANDER,E","ENGL MAJORS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.3) 
 ADD CODE FROM INSTR (PD. 3)"
ENGL 336,EARLY MOD ENG LIT,3201,A,5,MW,1230,220,DEN,211,"STEARNS,T","ENGL MAJORS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.3) 
 ADD CODE FROM INSTR (PD. 3)"
ENGL 338,MODERN POETRY,3202,A,5,TTh,1230,220,SAV,315,"COLE,M","ENGL MAJORS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.3) 
 ADD CODE FROM INSTR (PD. 3)"
ENGL 350,TRAD AM FICTION,3203,A,5,MW,930,1120,SAV,343,"MURPHY,G","ENGL MAJORS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.3) 
 ADD CODE FROM INSTR (PD. 3)"
ENGL 352,EARLY AMER LIT,3204,A,5,MTWThF,830,920,SAV,211,"GRIFFITH,J","ENGL MAJORS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.3) 
 ADD CODE FROM INSTR (PD. 3)"
CM 560,CONST FIRM MGMT II,2292,YA,3,T,600,850P,GLD,236,"HUPPERT,M","GRADS ONLY 
 NO FRESHMEN,SOPHMRS,JUNIORS,SENIORS 
 EVE DEG STUDENTS ONLY (PD.1) 
 PREREQ: CM 555"
ENGL 353,AMER LIT LATER 19C,,,,,,,,,,
ENGL 355,CONTEMP AM LIT,3208,A,5,TTh,1230,220,SAV,341,"SOMERSON,W","ENGL MAJORS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.3) 
 ADD CODE FROM INSTR (PD. 3)"
ENGL 356,CLASSIC AM POETRY,3209,A,5,MW,230,420,LOW,113,"CRANE,G","ENGL MAJORS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.3) 
 ADD CODE FROM INSTR (PD. 3)"
ENGL 359,CONT AM IND LIT,3210,A,5,TTh,130,320,DEN,302,"SHAFER,P",OFFERED JOINTLY WITH AIS 377 A
ENGL 363,LIT & OTHER ARTS,3211,YA,5,TTh,700,850P,MUS,219,"DUNLOP,W","EVE DEG STUDENTS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.3) 
 NO FRESHMEN (PD.3) 
 DRAMA & OPERA"
ENGL 368,WOMEN WRITERS,3212,A,5,TTh,130,320,LOW,101,"KAPLAN,S","ADD CODE REQUIRED (PD.3) 
 ADD CODE FROM INSTR (PD. 3)"
ENGL 370,ENGL LANG STUDY,3213,A,5,MW,930,1120,LOW,106,"CURZAN,A","ENGL MAJORS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.3) 
 ADD CODE FROM INSTR (PD. 3)"
ENGL 371,ENGLISH SYNTAX,3214,A,5,,,,,,,"ADD CODE REQUIRED (PD.3) 
 ADD CODE FROM INSTR (PD. 3)"
ENGL 381,ADV EXPOSITORY WRIT,,,,,,,,,,
ENGL 383,INTERMED VERS WRIT,,,,,,,,,,
CM 565,MANAGING INT PROJ,2293,YA,3,M,600,850P,ARC,019,"SCHAUFELBERGER,J","GRADS ONLY 
 NO FRESHMEN,SOPHMRS,JUNIORS,SENIORS 
 EVE DEG STUDENTS ONLY (PD.1)"
ENGL 384,INT SH STORY WRITG,,,,,,,,,,
ENGL 407,TOPICS CULTURE ST,3221,A,5,MW,1230,220,LOW,101,"SIMPSON,C","ADD CODE REQUIRED (PD.3) 
 ""REPRESENTATIONS OF INTERNMENT IN 
 AMERICAN CULTURE"" 
 ADD CODE FROM INSTR (PD. 3)"
ENGL 422,ARTHURIAN LEGENDS,3222,YA,5,TTh,700,850P,SMI,309,"MUSSETTER,S","EVE DEG STUDENTS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.3) 
 NO FRESHMEN (PD.3) 
 ADD CODE FROM INSTRUCTOR (PD. 3)"
ENGL 430,BRITISH WRITERS,3223,YA,5,TTh,430,620P,SAV,243,"KAPLAN,S","EVE DEG STUDENTS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.3) 
 NO FRESHMEN (PD.3) 
 ADD CODE FROM INSTR (PD. 3) 
 ""VIRGINIA WOOLF"""
ENGL 442,NOVEL-SPEC STUDIES,3224,A,5,TTh,1230,220,SMI,102,"BRENNER,G","ADD CODE REQUIRED (PD.3) 
 ADD CODE FROM INSTR (PD.3)"
ENGL 443,POETRY-SPEC STUDIES,,,,,,,,,,
ENGL 452,TOPICS AM LIT,3227,A,5,TTh,1230,220,DEN,209,"SOLBERG,S","ADD CODE REQUIRED (PD.3) 
 ADD CODE FROM INSTR (PD. 3) 
 ""NARRATIVES IN DIVERSE ENGLISHES"""
ENGL 466,GAY/LESBIAN STUDIES,3228,YA,5,MW,700,850P,SAV,335,"CUMMINGS,K","EVE DEG STUDENTS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.3) 
 NO FRESHMEN (PD.3) 
 ADD CODE FROM INSTRUCTOR (PD. 3)"
ENGL 471,COMPOSITION PROCESS,3229,A,5,TTh,1230,220,SAV,245,"BAWARSHI,A","ADD CODE PDL A-2B (PDS.1&2) 
 ADD CODE FROM INSTR (PD. 3)"
ENGL 473,CUR DEV ENGL STDIES,3230,A,5,MW,130,320,DEN,209,"CURZAN,A","ADD CODE REQUIRED (PD.3) 
 ADD CODE FROM INSTR (PD. 3)"
CM 600,INDEPNDNT STDY/RSCH,2294,YA,1-10,,,,,,,"EVE DEG STUDENTS ONLY (PD.1) 
 NO FRESHMEN (PD.3)"
ENGL 478,LANG & SOCL POLICY,3231,A,5,MW,930,1120,LOW,201,"TOLLEFSON,J","ADD CODE REQUIRED (PD.3) 
 ADD CODE FROM INSTR (PD. 3)"
ENGL 483,ADV VERSE WRITING,3232,A,5,TTh,130,250,BLM,211,"KENNEY,R","ADD CODE PDL B25E (PDS 1&2) 
 NO AUDITORS; PLUS 2 HRS *"
ENGL 484,ADV SH STORY WRITG,,,,,,,,,,
ENGL 485,NOVEL WRITING,3235,U,5,T,430,710P,LOW,220,"BOSWORTH,D","ADD CODE PDL B-25 (PDS 1&2) 
 PLUS 2 HRS; NO AUDITORS 
 ADD CODE FROM INSTRUCTOR (PD 3)"
ENGL 490,STUDY ABROAD PROGM,3236,A,5,M,330,420,SMI,111,"WONG,S","ADD CODE FROM INSTR (A-101 PDL) 
 PLUS 4 HOURS/WK"
ENGL 491,INTERNSHIP,3237,A,1-6,,,,,,,"CREDIT/NO CREDIT ONLY 
 INSTRUCTOR I.D. PDL A-2-B"
ENGL 492,EXPOSIT WRIT CONF,3238,A,3-5,,,,,,,"INSTRUCTOR I.D. PDL A 002-B 
 REQUIRES APPROVAL OF DIRECTOR OF 
 UNDERGRAD PROGRAMS"
ENGL 493,CREATIVE WRIT CONF,3239,A,3-5,,,,,,,"INSTRUCTOR I.D. PDL B25E 
 REQUIRES APPROVAL OF DIRECTOR OF 
 CREATIVE WRITING"
ENGL 494,HONORS SEMINAR,3240,A,5,TTh,130,320,SMI,313,"BURSTEIN,J","ADD CODES PDL A2-B (PD. 1&2) 
 ADD CODE FROM INSTR (PD. 3)"
ENGL 495,HONORS WRITING CONF,3241,A,5,TTh,1130,1250,GLD,142,"KENNEY,R",ADD CODES A2B PDL
CM 700,MASTER'S THESIS,2295,YA,1-10,,,,,,,"EVE DEG STUDENTS ONLY (PD.1) 
 NO FRESHMEN (PD.3)"
ENGL 496,H-MAJOR CONF-HONORS,3242,A,5,,,,,,,INSTRUCTOR I.D. PDL A OO2-B
ENGL 497,HONORS SR SEMINAR,,,,,,,,,,
ENGL 498,SENIOR SEMINAR,,,,,,,,,,
ENGL 499,INDEPENDENT STUDY,3267,A,1-5,,,,,,,INSTRUCTOR I.D. PDL A-2-B
ENGL 509,HISTORY LIT CRIT 3,3268,A,5,TTh,330,520,LOW,222,"SEARLE,L","OFFERED JOINTLY WITH C LIT 509 A 
 ADD CODE PDL A105"
ENGL 510,HISTORY LIT CRIT 4,3269,A,5,TTh,330,520,SMI,109,BORCH-JACOBS,"OFFERED JOINTLY WITH C LIT 510 A 
 ADD CODE PDL A105"
ENGL 516,MEDIEVAL ENGL LIT,3270,A,5,MW,130,320,SMI,111,"REMLEY,P",ADD CODE PDL A105
ENGL 518,SHAKESPEARE,3271,A,5,TTh,1130,120,CHL,025,"FUCHS,B",ADD CODE PDL A105
ENGL 524,18TH CENTURY LIT,3272,A,5,MW,1130,120,MOR,226,"LOCKWOOD,T",ADD CODE A105 PDL
ENGL 527,ROMANTICISM,3273,A,5,TTh,130,320,PAR,305,"GOLDBERG,B",ADD CODE PDL A105
ARCH 322,INTRO STRUCTRS III,,,,,,,,,,
L ARCH 303,NATRL PROCS DESIGN,4313,A,5,MWF,130,520,GLD,435,"HILL,K","L ARCH MAJORS ONLY 
 MATERIALS FEE REQUIRED $16"
ENGL 529,TPCS 19TH CENT STDY,3274,A,5,MW,330,520,THO,215,"DUNN,R",ADD CODES PDL A-105
ENGL 535,AMER CULTURE & CRIT,3275,A,5,TTh,1130,120,JHN,111,"POSNOCK,R",ADD CODE PDL A105
ENGL 537,TPCS AMERICAN STDYS,3276,A,5,MW,1130,120,BLM,305,"CRANE,G",ADD CODE PDL A105
ENGL 551,STUDIES IN POETRY,,,,,,,,,,
ENGL 556,CULTURAL STUDIES,3279,A,5,TTh,1130,120,SAV,326,"ALLEN,C","OFFERED JOINTLY WITH C LIT 535 A 
 ADD CODE PDL A105"
ENGL 569,TPCS IN LANG & RHET,3281,A,5,TTh,130,320,RAI,105,"STYGALL,G",ADD CODE PDL A105
ENGL 570,PRACTICUM IN TESL,3282,A,3,Th,1030,1220,MUS,212,"RIGGENBACH,H","CREDIT/NO CREDIT ONLY 
 ADD CODE PDL A105"
ENGL 574,RES IN SEC LANG ACQ,3283,A,5,MW,130,320,LOW,116,"TOLLEFSON,J",ADD CODE PDL A105
ENGL 576,TESTING ESL,3284,A,5,TTh,130,320,RAI,109,"RIGGENBACH,H",ADD CODE PDL A105
ENGL 584,ADV FICT WORKSHOP,3285,A,5,W,330,710,MEB,102,"BOSWORTH,D",ADD CODE PDL A105
L ARCH 322,INTRO TO PLNTG DES,4314,U,3,MW,930,1050,GLD,322,"ROBERTSON,I",
ENGL 585,ADV POETRY WORKSHOP,3286,A,5,MW,1130,120,PAR,213,"WAGONER,D",ADD CODE PDL A105
ENGL 586,GRAD WRITING CONF,3287,A,5,,,,,,,INSTRUCTOR I.D. PDL A105
ENGL 590,MA ESSAY,3288,A,5/10,,,,,,,INSTRUCTOR I.D. PDL A105
ENGL 591,MAT ESSAY,3289,A,5,,,,,,,INSTRUCTOR I.D. PDL A105
ENGL 597,DIRECTED READINGS,3290,A,1-18,,,,,,,"CREDIT/NO CREDIT ONLY 
 INSTRUCTOR I.D. PDL 105"
ENGL 599,SPEC STUDIES IN ENG,3291,A,5,MW,330,520,THO,134,"DUBOIS,T","OFFERED JOINTLY WITH C LIT 502 B 
 ADD CODES A-105 PDL 
 ORAL & SCRIBAL TEXTS"
ENGL 600,INDEPNDNT STDY/RSCH,3292,A,1-10,,,,,,,INSTRUCTOR I.D. PDL A105
ENGL 601,INTERNSHIP,3293,A,3-10,,,,,,,"CREDIT/NO CREDIT ONLY 
 INSTRUCTOR I.D. PDL A105"
ENGL 700,MASTERS THESIS,3294,A,1-10,,,,,,,INSTRUCTOR I.D. PDL A105
ENGL 800,DOCTORAL DISSERTATN,3295,A,1-10,,,,,,,INSTRUCTOR I.D. PDL A105
L ARCH 406,INDIV DSGN STUDIO,4315,A,6,,,,,,,L ARCH MAJORS ONLY
GEN ST 197,FRESHMAN SEMINAR,,,,,,,,,,
GEN ST 350,INDEPENDENT FLDWK,,,,,,,,,,
GEN ST 391,SUP STDY SEL FIELDS,,,,,,,,,,
GEN ST 470,UG PEER INSTR PRACT,,,,,,,,,,
GEN ST 493,SENIOR STUDY,3669,A,5,,,,,,,INSTRUCTOR I.D. CMU 009
GENET 351,HUMAN GENETICS,,,,,,,,,,
GENET 371,INTRO GENETICS,,,,,,,,,,
GENET 372,GENE FUNCTION,,,,,,,,,,
GENET 466,CANCER GENETICS,3680,A,3,MWF,1030,1120,FSH,102,"THOMAS,J",
GENET 490,UNDERGRAD SEMINAR,3681,A,2,T,100,250,LOW,217,"KUHNER,M",CREDIT/NO CREDIT ONLY
L ARCH 412,LA COMMUNICATIONS,4316,A,2,F,900,1050,GLD,142,"MAC ELROY,W",L ARCH MAJORS ONLY
GENET 499,UNDERGRAD RESEARCH,3682,A,VAR,,,,,,,"CREDIT/NO CREDIT ONLY 
 INSTRUCTOR I.D. HSJ J205"
GENET 501,INTR RSRCH MATERIAL,3683,A,3,,,,,,,"CREDIT/NO CREDIT ONLY 
 GRADS ONLY 
 GENET MAJORS ONLY"
GENET 520,SEMINAR,3684,A,1,Th,1130,1220,HCK,324,"FANGMAN,W","CREDIT/NO CREDIT ONLY 
 GRADS ONLY 
 GENET MAJORS ONLY"
GENET 525,TOPICS HUMAN GENET,3685,A,1,W,830,920,HCK,316,"FURLONG,C","CREDIT/NO CREDIT ONLY 
 GRADS ONLY 
 POSTDOCTORAL"
GENET 531,HUMAN GENETICS,3686,A,3,MT,1100,1220,HSJ,J182,"FIELDS,S",
GENET 553,CHROMOSOM STR & MEC,3687,A,3,MWF,1030,1120,HSJ,J280,"FANGMAN,W",
GENET 570,PHYLOGENETIC INFRNC,3688,A,3,MWF,1130,1220,HSJ,280,FELSENSTEIN,EC HSJ J205
GENET 581,DROSOPHILA GENETICS,3689,A,1,,,,,,,"CREDIT/NO CREDIT ONLY 
 GENET MAJORS ONLY (PD.1&2)"
GENET 582,MOUSE GENETICS,3690,A,1,,,,,,,"CREDIT/NO CREDIT ONLY 
 GENET MAJORS ONLY"
GENET 583,MOLECULAR CYTOLOGY,3691,A,1,,,,,,,"CREDIT/NO CREDIT ONLY 
 GENET MAJORS ONLY"
L ARCH 473,PROFESSIONAL PRACT,4317,A,3,MW,1100,1220,GLD,436,"JOHNSON,J","L ARCH MAJORS ONLY 
 SPECIAL COURSE FEE $4.60"
GENET 584,DNA REPLICATION,3692,A,1,,,,,,,"CREDIT/NO CREDIT ONLY 
 GENET MAJORS ONLY"
GENET 585,BACTERIAL GENETICS,3693,A,1,,,,,,,"CREDIT/NO CREDIT ONLY 
 GENET MAJORS ONLY"
GENET 586,MAMMALIAN GENETICS,3694,A,1,,,,,,,"CREDIT/NO CREDIT ONLY 
 GENET MAJORS ONLY"
GENET 587,NEMATODE GENETICS,3695,A,1,,,,,,,"CREDIT/NO CREDIT ONLY 
 GENET MAJORS ONLY (PD.1)"
GENET 600,INDEPNDNT STDY/RSCH,3696,A,1-10,,,,,,,"CREDIT/NO CREDIT ONLY 
 GRADS ONLY 
 GENET MAJORS ONLY"
GENET 700,MASTERS THESIS,3697,A,1-10,,,,,,,"GRADS ONLY 
 GENET MAJORS ONLY"
GENET 800,DOCTORAL DISSERTATN,3698,A,1-10,,,,,,,"GRADS ONLY 
 GENET MAJORS ONLY"
GEOG 100,INTRO TO GEOGRAPHY,,,,,,,,,,
GEOG 207,ECONOMIC GEOGRAPHY,,,,,,,,,,
GEOG 270,HUM DIMEN ENVIR CHG,,,,,,,,,,
L ARCH 475,ADVANCED PROJ DSGN,4318,A,1-6,ThF,800,550,NOC,"SMITH,L",,"L ARCH MAJORS ONLY 
 SPECIAL COURSE FEE $11.50"
GEOG 277,GEOGRAPHY OF CITIES,,,,,,,,,,
GEOG 280,GEOG AND HEALTH,,,,,,,,,,
GEOG 301,CULTURAL GEOG,3729,A,5,TTh,1230,220,SMI,105,"PURCELL,M",MEETS WRITING COURSE REQUIREMENT
GEOG 333,RUSS CHANG LAND,3730,YA,5,TTh,600,820P,SMI,404,"ZUMBRUNNEN,C","EVE DEG STUDENTS ONLY (PD.1) 
 NO FRESHMEN (PD.3)"
GEOG 349,GEOG INTRNATL TRADE,3731,YA,5,MW,600,820P,SMI,405,"HARRINGTON,J",EVE DEG STUDENTS ONLY (PD.1)
GEOG 350,LOCAL ECON MARKETS,3732,A,5,TTh,1130,120,SMI,415C,"KRUMME,G",
GEOG 360,PRINCPLS CARTOGRPHY,,,,,,,,,,
GEOG 397,TUTORIAL FOR MAJORS,3737,A,1,T,830,920,MUS,213,"NYERGES,T",CREDIT/NO CREDIT ONLY
GEOG 426,QUANT METH IN GEOG,3738,AA,5,,,,,,,MEETS WRITING COURSE REQUIREMENT
GEOG 431,GEOGRAPHY & GENDER,3739,A,5,MW,1030,1220,SMI,404,"JAROSZ,L",MEETS WRITING COURSE REQUIREMENT
L ARCH 476,PROFESSL OPERATION,4319,A,3-6,,,,,,,"CREDIT/NO CREDIT ONLY 
 L ARCH MAJORS ONLY"
GEOG 440,REGIONAL ANALYSIS,3740,A,5,MWF,1130,1250,SMI,405,"BEYERS,W",MEETS WRITING COURSE REQUIREMENT
GEOG 463,GIS WORKSHOP,,,,,,,,,,
