note,course,title,credits,level,restrictions,section_note,section,days,start,end,bldg,rm,instructor,comments,text
#,293-211,INTERMEDIATE BALLET I,3-Feb,U,; ; MAY BE RETAKEN TO MAX OF 9 CR. PREREQ: DANCE 112(P) & CONS INSTR,,La 801,MWF,9:00am,10:20am,MIT,395,Darling,,
#,293-213,INTERMEDIATE MODERN I,3-Feb,U,; ; MAY BE RETAKEN TO MAX OF 9 CR. PREREQ: DANCE 114(P) & CONS INSTR,,La 801,MTWRF,10:30am,12:15pm,MIT,254,Burgess Lilly Tyson,,
,293-214,INTERMEDIATE MODERN II,3-Feb,U,; ; MAY BE RETAKEN TO MAX OF 9 CR. PREREQ: DANCE 213(P) & CONS INSTR,,La 801,MTWRF,10:30am,12:15pm,MIT,254,Burgess Lilly Tyson,,
#,293-220,BODY SENSE,3,U,; (A) MAY BE RETAKEN TO MAX OF 6 CR. PREREQ: NONE,,,,,,,,,,
#,293-231,MUSIC AND DANCERS I,3,U,; ; PREREQ: DANCE OR INTER-ARTS MAJOR OR CONS INSTR,,La 801,TR,9:00am,10:20am,MIT,395,Parsons,,
#,293-233,IMPROVISATION FOR DANCEMAKING,2,U,; ; MAY BE RETAKEN TO MAX OF 2 SEM. PREREQ: DANCE 113(P) & 133(P),,La 801,TR,3:30pm,4:50pm,MIT,335,Lilly,,
#+,216-711,MANAGING INFORMATION SYSTEMS,2,G,; ; PREREQ: GRAD ST; BUS ADM 703(P),e,Se 001,W,5:30pm,7:10pm,BUS,N116,Srite,,
#,293-317,ADVANCED MODERN I,3-Feb,U,; ; MAY BE RETAKEN TO MAX OF 9 CR. PREREQ: DANCE 214(P) & CONS INSTR,,La 801,MTWRF,10:30am,12:15pm,MIT,256,Burgess Lilly Tyson,,
#,293-319,DANCE SERVICE-LEARNING,3-Jan,U/G,; ; CONC REG IN DANCE COURSE WHICH ALLOWS DANCE 319 COMPONENT BY CONS INSTR. MAY BE RETAKEN TO MAX OF 4 SEM OR 9 CR. PREREQ: JR ST; DANCE 219(P),,La 801,,To be Arranged,,,,Parsons,,
,293-362,DANCE IN SECONDARY EDUCATION AND COLLEGE,3,U,; ; PREREQ: DANCE MAJOR OR CONS INSTR,e,Se 001,M,5:30pm,7:50pm,MIT,341,Drews,ALSO MEETS IN MIT 335,
#,293-370,WORLD MOVEMENT TRADITIONS:,3-Feb,U/G,,,La 901,MW,2:00pm,3:20pm,OFC,DANW,Sauer,"TOPIC: MARTIAL ARTS  MEETS AT DANCEWORKS, 1661 N WATER ST, MILWAUKEE",
#,293-403,INTERMEDIATE YOGA FOR DANCERS,2,U/G,; ; MAY BE RETAKEN FOR TOTAL OF 6 CR. PREREQ: DANCE 103 OR CONS INSTR,,La 801,TR,9:00am,10:20am,MIT,256,Lilly,,
#,293-411,FIELD WORK IN DANCE,2,U,; ; PREREQ: DANCE MAJORS AND DANCE 361(P) OR 362(P) & CONS INSTR,,Se 001,,To be Arranged,,,,Parsons,,
#,293-412,DANCE COMPOSITION I,3,U,"; ; PREREQ: DANCE MAJOR, INTER-ARTS MAJOR, OR CONS INSTR",,La 801,TR W,3:30pm,4:50pm  5:30pm,MIT,395 MIT,Burgess Burgess,,
#,293-485,STUDENT TEACHING IN DANCE IN ELEMENTARY SCHOOLS,5-Mar,U,; ; PREREQ: BFA IN DANCE OR EQUIV & ADMIS TO TEACHING CERT PROG IN DANCE,,Se 001,,To be Arranged,,,,Parsons,,
#,293-486,STUDENT TEACHING IN DANCE IN SECONDARY SCHOOLS,5-Mar,U,; ; PREREQ: BFA IN DANCE OR EQUIV & ADMIS TO TEACHING CERT IN DANCE,,Se 001,,To be Arranged,,,,Parsons,,
#,293-490,REPERTOIRE AND ENSEMBLE,4-Jan,U,; ; MAY BE RETAKEN TO MAX OF 12 CR. PREREQ: CONS INSTR,,,,,,,,,,
#+,216-713,BUSINESS FORECASTING METHODS,2,G,; ; PREREQ: GRAD ST; BUS ADM 709(P),e,Se 001,W,7:30pm,9:10pm,BUS,S171,Hsu,,
,293-491,REPERTORY/STUDENT CHOREOGRAPHER,1,U,; ; PREREQ: DANCE MAJOR; CONS INSTR,,,,,,,,,,
#,293-601,SENIOR PROJECT,4-Feb,U,; ; PREREQ: DANCE MAJOR OR INTER-ARTS MAJOR,e,Se 001,MTWR,5:30pm,9:00pm,,,Burgess,,
#,293-711,THEORY AND TECHNIQUES OF BALLET: INTERMEDIATE,2,G,; ; MAY BE REPEATED TWICE FOR CR. PREREQ: GRAD ST IN DANCE COMPONENT OF MFA PROG & AUDITION,,La 801,MWF,9:00am,10:20am,MIT,254,Bennett,,
#,293-717,THEORY AND TECHNIQUES OF CONTEMPORARY CONCERT DANCE: INTERMEDIATE,2,G,; ; MAY BE REPEATED TWICE FOR CR. PREREQ: GRAD ST IN DANCE COMPONENT OF MFA PROG & AUDITION,,La 801,MTWRF,10:30am,12:15pm,MIT,254,Burgess Lilly,,
,293-762,DANCE IN SECONDARY EDUCATION AND COLLEGE,3,G,; ; PREREQ: GRAD ST & ADMIS TO MFA PROG IN DANCE,,Se 001,,To be Arranged,,,,Parsons,,
#,293-790,REPERTOIRE AND ENSEMBLE,3-Jan,G,; ; MAY BE REPEATED TO MAX OF 12 CR. PREREQ: GRAD ST & CONS INSTR,,La 801,,To be Arranged,,,,Lilly,,
,293-801,CHOREOGRAPHY I,3-Jan,G,; ; CR DETERMINED BY CONTRACT WITH CHAIR PRIOR TO REGIS. PREREQ: GRAD ST IN DANCE CHOREOGRAPHY TRACK OF MFA PROG; DANCE 701(P) & 702(P) OR CONS INSTR,,La 801,,To be Arranged,,,,Lilly,,
,293-802,CHOREOGRAPHY II,3-Feb,G,"; ; PREREQ: GRAD ST IN DANCE CHOREOGRAPHY TRACK OF MFA PROG; DANCE 701(P), 702(P), 801(P), OR CONS INSTR",,La 801,,To be Arranged,,,,Lilly,,
,293-871,APPLIED ANATOMY FOR DANCE,2or3,G,; ; PREREQ: GRAD ST IN DANCE COMPONENT OF MFA PROG; DANCE 711(P) & 717(P) OR CONS INSTR,,Se 001,,To be Arranged,,,,Acad Staff,2 CR,
,293-873,FIELD HISTORY: CONTEMPORARY DANCE FESTIVALS,4-Feb,G,; ; MAY BE REPEATED WITH PERMISSION TO MAX OF 9 CR. PREREQ: GRAD ST IN DANCE COMPONENT OF MFA PROG,,Se 001,,To be Arranged,,,,Acad Staff,,
#+,216-720,MANAGERIAL ACCOUNTING,2,G,; ; PREREQ: GRAD ST; BUS ADM 706(P),e,Se 001,R,7:30pm,9:10pm,BUS,S220,Craig,,
,293-990,DANCE FINAL THESIS/PROJECT,4-Feb,G,; ; MAY BE REPEATED TO MAX OF 8 CR. PREREQ: GRAD ST; CONS DEPT CHAIR,,Se 001,,To be Arranged,,,,Lilly,,
,296-100,INTRODUCTORY ECONOMICS,3,U,"; (SS) NOT OPEN FOR CR TO STUDENTS WHO HAVE CR IN ECON 103 & 104. PREREQ: NONE ; ; ENROL IN LC 401 & ANY DS 600-607 OR, ENROL IN EITHER LC 402 OR LC 403 ONLY",,,,,,,,,,
,296-103,PRINCIPLES OF MICROECONOMICS,3,U,; (SS) PREREQ: NONE ; ; ENROL IN LC 401 & ANY DS 621-634; OR ENROL IN ANY LC 402-406 ONLY,,,,,,,,,,
,296-104,PRINCIPLES OF MACROECONOMICS,3,U,; (SS) PREREQ: NONE ; ; ENROL IN LC 401 & ANY DS 680-693; OR ENROL IN ANY LC 402-406 ONLY,,,,,,,,,,
,296-193,FRESHMAN SEMINAR:,3,U,; (SS) OPEN ONLY TO FRESHMEN. RETAKABLE W/CHG IN TOPIC TO 6 CR MAX. PREREQ: NONE,,,,,,,,,,
,296-210,ECONOMIC STATISTICS,3,U,; ; PREREQ: MATH 105(P) OR MATH PLACEMENT LEVEL B OR HIGHER,,,,,,,,,,
,296-248,ECONOMICS OF DISCRIMINATION,3,U,; (SS&) PREREQ: NONE ; ; WOMEN'S STUDIES COURSE,,Se 001,TR,9:30am,10:45am,BOL,B46,Bender,,
,296-297,STUDY ABROAD,12-Jan,U,"; ; RETAKABLE W/CHG IN TOPIC. PREREQ: ACCEPTANCE FOR STUDY ABROAD PROG ; ; STUDY ABROAD REQUIRES ACCEPTANCE IN UWM-SPONSORED PROG. CONTACT L&S OVERSEAS PROG, GAR 107, 229-5182",,Se 101,,To be Arranged,,,,Faculty,,
,296-301,INTERMEDIATE MICROECONOMICS,3,U,; ; PREREQ: JR ST; ECON 103(P),,,,,,,,,,
,296-302,INTERMEDIATE MACROECONOMICS,3,U,; ; PREREQ: JR ST; ECON 104(P),,,,,,,,,,
#+,216-721,FINANCIAL ACCOUNTING THEORY,3,G,; ; NOT OPEN TO STUDENTS WHO HAVE CR IN BUS ADM 203(ER). PREREQ: GRAD ST IN BUS ADM OR PRIOR APPROVAL OF BUS ADM GRADUATE PROG SERVICES OFFICE; BUS ADM 704,e,Se 001,T,5:30pm,8:10pm,BUS,S319,"Taylor,w",,
,296-310,RESEARCH METHODS FOR ECONOMICS,4,U/G,; ; NOT OPEN FOR CR TO STUDENTS WHO HAVE CR IN ECON 513(531). PREREQ: JR ST; ECON 210(P) OR CONS INSTR,e,Lc 401,W,6:00pm,9:35pm,BOL,293,Habermalz,,
,296-325,MONEY AND BANKING,3,U,; (330) PREREQ: JR ST; ECON 104(P),,,,,,,,,,
,296-328,ENVIRONMENTAL ECONOMICS,3,U,; (428) PREREQ: JR ST; ECON 103(P),e,Se 001,TR,4:30pm,5:45pm,BOL,B64,Ratha,,
,296-351,INTRODUCTION TO INTERNATIONAL ECONOMIC RELATIONS,3,U,; (396) SATISFIES L&S INTERNATIONAL REQUIREMENT. NOT OPEN FOR CR TO STUDENTS WHO HAVE CR IN BOTH ECON 454(464) & 455(576). PREREQ: JR ST; ECON 100(P) OR BOTH 103(P) & 104(P),e,Se 001,TR,4:30pm,5:45pm,BOL,B68,Kara,,
,296-353,ECONOMIC DEVELOPMENT,3,U,; (474) SATISFIES L&S INTERNATIONAL REQUIREMENT. PREREQ: JR ST; ECON 103(P) & 104(P),,Se 001,MWF,9:30am,,BOL,B68,K0HLS,,
,296-413,STATISTICS FOR ECONOMISTS,3,U/G,; (431) PREREQ: JR ST; ECON 210(P),,Se 001,TR,9:30am,10:45am,BOL,B68,Tahmiscioglu,,
,296-415,ECONOMICS OF EMPLOYMENT RELATIONS,3,U/G,; ; PREREQ: JR ST; ECON 103(P),,,,,,,,,,
,296-454,INTERNATIONAL TRADE,3,U/G,; (464) SATISFIES L&S INTERNATIONAL REQUIREMENT. PREREQ: JR ST; ECON 301(P),,Se 001,TR,2:05pm,3:20pm,BOL,B68,Kara,,
,296-455,INTERNATIONAL FINANCE,3,U/G,; (576) SATISFIES L&S INTERNATIONAL REQUIREMENT. PREREQ: JR ST; ECON 302(P),,Se 001,MWF,11:30am,,BOL,B68,Miteza,,
,296-497,STUDY ABROAD,12-Jan,U,"; ; RETAKABLE W/CHG IN TOPIC. PREREQ: ACCEPTANCE IN STUDY ABROAD PROG ; ; STUDY ABROAD REQUIRES ACCEPTANCE IN UWM-SPONSORED PROG. CONTACT L&S OVERSEAS PROG, GAR 107, 229-5182",,Se 101,,To be Arranged,,,,Faculty,,
#+,216-722,ADVANCED FINANCIAL ACCOUNTING THEORY,3,G,; ; PREREQ: GRAD ST; BUS ADM 721(P) WITH A GRADE OF B OR BETTER; BUS ADM 725(C),,,,,,,,,,
,296-506,MATHEMATICAL ECONOMICS I,3,U/G,; ; PREREQ: JR ST; ECON 301(P); MATH 211(P),e,Se 001,MW,5:00pm,6:15pm,BOL,843,Chiu,,
,296-699,INDEPENDENT WORK,3-Jan,U,,,,,,,,,,,"; ; RETAKABLE W/TOPIC CHG. PREREQ: JR ST, 2.5 GPA & WRIT CONS INSTR, DEPT CHAIR & ASST DEAN FOR SAS ; ; FOR SECTION NUMBER, USE INSTR CODE. SEE  AT HEAD OF DEPT LISTING"
,296-702,ECONOMIC THEORY: MACROECONOMICS,3,G,; ; PREREQ: GRAD ST; ECON 302(P). ECON 506(R),e,Se 001,TR,4:30pm,5:45pm,BOL,B72,Lei,,
,296-706,MATHEMATICAL ECONOMICS,3,G,; ; PREREQ: GRAD ST; ECON 506(P) & 606(P),,Se 001,MW,3:30pm,4:45pm,BOL,B76,Niho,,
,296-709,INDUSTRIAL ORGANIZATION II,3,G,"; ; PREREQ: GRAD ST; ECON 301(P), 302(P), & 431(P)",,Se 001,TR,2:05pm,3:20pm,BOL,B72,Peoples,,
,296-710,APPLIED ECONOMETRICS,3,G,; ; PREREQ: GRAD ST & ECON 531(P),,Se 001,MW,12:30pm,1:45pm,BOL,B72,Arora,,
,296-735,ECONOMETRIC METHODS I,3,G,; ; PREREQ: GRAD ST; ECON 734(635)(P) OR CONS INSTR,,Se 001,TR,12:30pm,1:45pm,BOL,B72,Tahmiscioglu,,
,296-753,COLLECTIVE BARGAINING,3,G,; ; MAY NOT BE SUBSTITUTED FOR ECON 751 OR 752. PREREQ: GRAD ST; ECON 210(P) & 451(P) OR CONS INSTR,e,Se 001,M,6:00pm,8:45pm,BOL,B68,Rosenbaum,,
,296-775,ECONOMIC DEVELOPMENT - POLICY,3,G,; ; PREREQ: GRAD ST; ECON 301(P) & 302(P),e,Se 001,R,6:00pm,9:00pm,BOL,843,Mamalakis,,
,296-801,ECONOMIC THEORY: MICROECONOMICS,3,G,; ; PREREQ: GRAD ST; ECON 701(P) & 506(P). ECON 606(R),,Se 001,MW,2:05pm,3:20pm,BOL,B72,Chakrabarti,,
#+,216-724,BUSINESS COMBINATIONS AND LIQUIDATIONS,3,G,; ; PREREQ: GRAD ST; BUS ADM 721(P); BUS ADM 722(C),e,Se 001,R,5:30pm,8:10pm,BUS,S319,Saemann,,
,296-871,THE PURE THEORY OF INTERNATIONAL TRADE,3,G,; ; PREREQ: GRAD ST; ECON 701(P),,Se 001,MW,11:05am,12:20pm,BOL,B72,Chakrabarti,,
,300-100,INTRODUCTION TO TEACHING: COLLOQUIUM AND FIELDWORK,3,U,"; ; PREREQ: SOPH ST & SATISFACTORY COMPLETION OF PRE-PROFESSIONAL SKILLS TEST (PPST) ; ; STUDENTS INTENDING TO MAJOR IN PRIMARY/MIDDLE EDUCATION WHO HAVE NOT ALREADY TAKEN 310-375 MUST ENROLL CONCURRENTLY IN EDUCATION 100 & 310-375, SECTIONS 001-005",,,,,,,,,,
+,300-350,FUNDAMENTALS OF CLASSROOM MANAGEMENT,2,U,; ; PREREQ: EDUC 100; ED PSY 330(C); ADMIS TO SCHOOL OF EDUC,e,Se 001,T,4:30pm,6:10pm,END,109,Binkleman,,
+,300-360,FUNDAMENTALS OF INSTRUCTION,3,U,; ; PREREQ: EDUC 100,e,Se 001,R,4:30pm,7:10pm,MER,347,Binkleman,,
,300-701,URBAN EDUCATIONAL ISSUES,3,G,; ; PREREQ: ADMIS TO URBAN EDUC DOCTORAL PROG,e,Se 001,R,4:30pm,7:10pm,END,538,Wilson,,
,300-901,ADVANCED SEMINAR IN URBAN EDUCATION,3,G,"; ; PREREQ: GRAD ST; ADMIS TO PHD PROG IN URBAN EDUC, EDUC 701 AND ONE OF THE FOLLOWING: AD LDSP 801, CURRINS 801, ED PSY 801, EXCEDUC 801",e,Se 001,M,4:30pm,7:10pm,END,538,Epps,,
,310-111,STRATEGIES FOR COMMUNITY EDUCATION,3,U,; ; PREREQ: NONE,e,Se 001,M,7:30pm,10:10pm,MER,G47,Schutz,,
,310-112,INTRODUCTION TO COMMUNITY EDUCATION,3,U,; ; PREREQ: NONE,e,Se 001,T,4:30pm,7:10pm,MER,G47,Schutz,,
,310-114,COMMUNITY PROBLEMS,3,U,; ; PREREQ: NONE,e,Se 001,M,4:30pm,7:10pm,CUN,195,Battle,,
,310-115,COMMUNITY EDUCATOR AS CHANGE AGENT,3,U,; ; PREREQ: NONE,e,Se 001,T,7:30pm,10:10pm,MER,G47,Bonds,,
#+,216-725,MANAGERIAL COST ACCOUNTING,3,G,; ; CANNOT BE TAKEN BY STUDENTS RECEIVING CR FOR BUS ADM 404(ER). PREREQ: GRAD ST; BUS ADM 704(P); BASICPROFICIENCY WITH COMPUTER SPREAD SHEETS,e,Se 001,M,5:30pm,8:10pm,BUS,S341,"Kren, L",,
#,310-202,COMMUNITY SERVICE VOLUNTEER,6-Feb,U,; ; CR/NO CR ONLY. MAY BE RETAKEN TO MAX OF 6 CR. PREREQ: NONE,,Se 001,,To be Arranged,,,,Flores,"2 MANDATORY MTGS: 9/8/00, NOON, ENDERIS HALL, RM 546; 12/8/00, NOON, ENDERIS HALL, RM 546",
,310-303,APPROACHES TO COMMUNITY DEVELOPMENT,3-Jan,U,; ; PREREQ: JR ST OR CONS INSTR,e,Se 001,T,7:30pm,10:10pm,MER,213,Tapia,3 CR,
,310-375,CULTURAL FOUNDATIONS OF EDUCATION,3,U,"; ; PREREQ: TEACHER CERT & PRE-CERT--EDUC 100. NON-CERT--SOPH ST OR CONS INSTR ; ; STUDENTS INTENDING TO MAJOR IN PRIMARY/MIDDLE EDUCATION WHO HAVE NOT ALREADY TAKEN 300-100 MUST ENROL CONCURRENTLY IN EDUCATION 100 & 310-375, SECTIONS 001-005",,,,,,,,,,
,310-421,DEVELOPING PROPOSALS FOR COMMUNITY SERVICE PROGRAMS,3,U,; ; PREREQ: JR ST,e,Se 001,R,4:30pm,7:10pm,CUN,195,Flores,,
,310-500,SOCIAL ISSUES AND EDUCATION,3,U/G,; ; PREREQ: JR ST,e,Se 101,R,4:30pm,7:10pm,OFC,MEDC,Weingrod,"MEDC PROFESSIONAL DEVELOPMENT BLDG, 234 W GALENA, ROOM 404",
,310-530,URBAN EDUCATION: FOUNDATIONS,3,U/G,; ; PREREQ: JR ST,,,,,,,,,,
,310-532,MALE IDENTITY: EDUCATION AND DEVELOPMENT,3,U/G,; ; PREREQ: JR ST,e,Se 001,R,7:30pm,10:10pm,MER,213,Porter,,
,310-534,THE STUDENT AT RISK (CAUSES),3,U/G,; ; PREREQ: JR ST,e,Se 001,M,7:30pm,10:10pm,MER,213,Pumphrey,,
,310-579,CURRENT TOPICS IN CULTURAL FOUNDATIONS OF EDUCATION:,6-Jan,U/G,"; ; RETAKEABLE WITH CHANGE IN TOPIC TO MAX OF 9 CR, INCLUDING CR EARNED UNDER ED POL 779. PREREQ: JR ST",,Se 102,W,4:15pm,5:45pm,OFC,FMLY,Goldberg,"TOPIC: COMMUNITY REBUILDING  3 CR  ADD'L TIME TBA. CALL JODI GOLDBERG PRIOR TO 1ST CLASS FOR INTERVIEW (444-1661).  FAMILY SERVICES OF MILW, 3200 W HIGHLAND BLVD",
,310-625,RACE RELATIONS IN EDUCATION,3,U/G,; ; PREREQ: JR ST,ew,Se 001,F S,4:30pm,9:30pm  8:30am,END,546 END,Kailin,"MEETS: 9/29-30, 10/20-21, 11/17-18",
#+,216-727,ACCOUNTING INFORMATION SYSTEMS,3,G,; ; PREREQ: GRAD ST; BUS ADM 703(P) & 721(P) WITH GRADE B OR BETTER,e,Se 001,T,5:30pm,8:10pm,BUS,N130,Wang,,
,310-710,RESEARCH METHODS IN CULTURAL FOUNDATIONS,3,G,; ; PREREQ: GRAD ST,e,Se 001,W,4:30pm,7:10pm,END,546,Tapia,,
,310-740,MODERN PHILOSOPHIES OF EDUCATION,3,G,; ; PREREQ: GRAD ST,e,Se 001,T,7:30pm,10:10pm,END,546,Schutz,,
,310-833,SEMINAR IN MULTICULTURAL EDUCATION,3,G,; ; PREREQ: GRAD ST; ED POL 688(P) OR 823(P) OR CONS INSTR,e,Se 001,T,4:30pm,7:10pm,END,538,Epps,,
,315-100,LEARNING SKILLS LABORATORY,2,U,; ; PREREQ: NONE. NOT OPEN TO JR & SR ST EXCEPT AS AUDITORS,,,,,,,,,,
#,315-101,FOUNDATIONS OF ACADEMIC SUCCESS:,1,U,; ; CR/NO CR ONLY. MAY BE RETAKEN WITH CHANGE OF TOPIC TO MAX OF 3 CR. PREREQ: NONE ; ; SE 001 & 002 RESTRICTED TO AOC STUDENTS; SE 007-018 RESTRICTED TO NEW STUDENTS IN SCHOOL OF EDUC,,,,,,,,,,
,315-270,FIELD WORK IN EDUCATIONAL PSYCHOLOGY,6-Jan,U,; ; PREREQ: NONE,,,,,,,,,,
,315-320,PRINCIPLES OF CLASSROOM APPRAISAL AND EVALUATION,3-Feb,U,; ; PREREQ: JR ST,,,,,,,,,,
,315-325,PRACTICE OF CLASSROOM ASSESSMENT,1,U,; ; PREREQ: ADMIS TO SCHOOL OF EDUC,,Se 001,T,10:30am,12:00pm,END,346,Ferry,,
,315-330,INTRODUCTION TO LEARNING AND DEVELOPMENT,3,U,; ; PREREQ: JR ST. TEACHER CERT & PRE-CERT STUDENTS MUST HAVE COMPLETED EDUC 100,,,,,,,,,,
,315-550,SOCIAL AND AFFECTIVE ISSUES IN URBAN CLASSROOMS,3,U/G,; ; PREREQ: JR ST; ADMIS TO SCHOOL OF EDUC,,,,,,,,,,
#,216-230,INTRODUCTION TO INFORMATION SYSTEMS,3,U,"; ; PREREQ: NONE ; ; ENROL IN ANY LC 401-403 & ANY DS 601-615; OR ENROL IN LC 404 & ANY DS 616-618. MIDTERM EXAMS FOR LC 401,402 & 403 ARE SCHEDULED ON S 10/7 & S 11/11 FROM 1:30-3:00PM",,,,,,,,,,
#+,216-731,MANAGING PEOPLE,2,G,; ; PREREQ: GRAD ST,e,Se 001,W,5:30pm,7:10pm,BUS,N110,Ottman,,
,315-575,INFANT AND EARLY CHILDHOOD ASSESSMENT,3,U/G,; ; PREREQ: ED PSY 320 OR 321,e,Se 001,R,4:30pm,7:10pm,CRT,119,Haislmaier,,
,315-579,CURRENT TOPICS IN EDUCATIONAL PSYCHOLOGY,3-Jan,U/G,; ; MAY BE RETAKEN WITH CHANGE IN TOPIC TO MAX OF 9 CR. PREREQ: JR ST,,,,,,,,,,
,315-624,EDUCATIONAL STATISTICAL METHODS I,3,U/G,; ; PREREQ: JR ST,,,,,,,,,,
,315-626,WORKSHOP IN THE COMPUTERIZED ANALYSIS OF EDUCATIONAL DATA,1,U/G,; ; MAY NOT BE USED TO SATISFY ED PSY DEGREE REQUIREMENTS. PREREQ: JR ST & COURSE IN APPLIED STATISTICS. ADDITIONAL WORK REQUIRED FOR GRAD CR,e,La 801,T,7:30pm,9:00pm,CRT,319,Acad Staff,MEETS ALTERNATE TUESDAYS FOR 6 WEEKS BEGINNING ON 9/12,
,315-631,"COGNITION: LEARNING, PROBLEM SOLVING AND THINKING",3,U/G,; ; PREREQ: JR ST,e,Se 001,W,5:30pm,8:10pm,END,171,Surber,,
,315-640,HUMAN DEVELOPMENT: THEORY AND RESEARCH,3,U/G,; ; PREREQ: JR ST,,,,,,,,,,
,315-720,TECHNIQUES OF EDUCATIONAL AND PSYCHOLOGICAL MEASUREMENT,3,G,; ; PREREQ: ED PSY 624(P) & GRAD ST,,,,,,,,,,
,315-724,EDUCATIONAL STATISTICAL METHODS II,3,G,"; ; PREREQ: GRAD ST; ED PSY 624(P), 626(C)",e,Se 001,T,4:30pm,7:10pm,CUN,195,Kowalchuk,,
,315-732,COGNITIVE BEHAVIORAL INTERVENTION STRATEGIES IN EDUCATION,3,G,; ; PREREQ: GRAD ST; CONS INSTR,e,Se 001,M,4:30pm,7:10pm,BOL,268,Reinemann,,
,315-734,CONTEXUAL DETERMINANTS OF MOTIVATION,3,G,; ; PREREQ: GRAD ST,e,Se 001,R,5:30pm,8:10pm,MER,116,Bender,,
#+,216-732,TRANSFORMING ORGANIZATIONS,2,G,; ; PREREQ: GRAD ST; BUS ADM 731(P),,,,,,,,,,
,315-745,HUMAN DEVELOPMENT: STUDY OF MIDDLE CHILDHOOD,3,G,; ; PREREQ: GRAD ST & ED PSY 640(P) OR EQUIV OR CONS INSTR,e,Se 001,W,4:30pm,7:10pm,MER,213,Lamborn,,
,315-751,PROFESSIONAL AND HISTORICAL ISSUES IN SCHOOL PSYCHOLOGY,3,G,; ; PREREQ: GRAD ST,e,Se 001,M,4:30pm,7:10pm,END,788,Teeter,,
,315-755,ASSESSMENT AND INTERVENTION: SCHOOL AGE,3,G,; ; PREREQ: GRAD ST; ED PSY 720; CONS INSTR,e,Se 001,W,4:30pm,7:10pm,MER,111,Vanderwood,,
,315-821,PSYCHOMETRIC THEORY AND PRACTICE,3,G,; ; PREREQ: GRAD ST; ED PSY 720(P) OR 728(P) OR EQUIV,e,Se 001,M,4:30pm,7:10pm,MER,116,Walker,,
,315-825,MULTIVARIATE ANALYSIS,3,G,; ; PREREQ: GRAD ST; ED PSY 724(P) OR EQUIV & 626(P) OR EQUIV COMPUTER PROFICIENCY,e,Se 001,T,4:30pm,7:10pm,CUN,107,Smith,,
,315-974,BEGINNING PRACTICUM IN SCHOOL PSYCHOLOGY,3-Jan,G,; ; PREREQ: GRAD ST; ENROLLMENT IN SCHOOL PSYCH PROG; CONS INSTR,,,,,,,,,,
,315-976,MS INTERNSHIP IN SCHOOL PSYCHOLOGY,6-Jan,G,; ; PREREQ: GRAD ST; COMPLETION OF ALL COURSE REQUIREMENTS FOR SCHOOL PSYCHOLOGY CERTIFICATION; WRIT CONS INSTR,,,,,,,,,,
,315-986,DOCTORAL INTERNSHIP IN SCHOOL PSYCHOLOGY,6-Mar,G,; ; PREREQ: GRAD ST; WRIT CONS INSTR; ADMIS TO URBAN EDUC DOCTORAL PROG & IDENTIFICATION OF SPECIFIC SPECIALIZATION,,Se 001,,To be Arranged,,,,Acad Staff,,
,318-150,ELECTRONIC TECHNOLOGY IN THE WORLD AROUND US,3,U,; (NS) PREREQ: NONE ; ; ENROL IN LC 401 & ANY LA 801-804,,,,,,,,,,
,318-234,LINEAR SYSTEMS ANALYSIS,4,U,; ; PREREQ: MATH 233(P) ; ; ENROL IN SE 001 ONLY; OR ENROL IN LC 401 & ANY DS 601-605,,,,,,,,,,
#+,216-737,DECISION MAKING IN ORGANIZATIONS,2,G,; ; PREREQ: GRAD ST; BUS ADM 732(P) OR CONS INSTR,e,Se 001,M,5:30pm,7:10pm,BUS,N126,Nystrom,,
,318-301,ELECTRICAL SCIENCE I,3,U,; ; PREREQ: PHYSICS 210(P); ELECENG 234(C) ; ; ENROL IN SE 001 ONLY; OR ENROL IN LC 401 & ANY DS 601-604,,,,,,,,,,
,318-306,INTRODUCTION TO ELECTRICAL ENGINEERING,4,U,; ; PREREQ: PHYSICS 210(P); ELECENG 234(P) ; ; ENROL IN LC 401 OR LC 402 AND ANY PAIRED DS/LA COMBINATION 601/801-604/804,,,,,,,,,,
,318-331,"SOLID STATE DEVICES, CIRCUITS, AND SYSTEMS I",4,U,; ; PREREQ: ELECENG 301(P) ; ; ENROL IN LC 401 & ANY LA 801-803,,,,,,,,,,
,318-332,"SOLID STATE DEVICES, CIRCUITS AND SYSTEMS II",3,U,; ; PREREQ: ELECENG 331(P),e,Se 001,TR,6:00pm,7:15pm,EMS,E295,Krueger,,
,318-354,DIGITAL LOGIC,3,U,; ; PREREQ: COMPSCI 151(P) OR 215(P) ; ; ENROL IN LC 401 & EITHER DS 601 OR 602,,,,,,,,,,
,318-355,ELECTRONICS DESIGN LABORATORY,3,U,; ; PREREQ: SR ST & ELECENG 332(P) ; ; ENROL IN LC 401 & EITHER LA 801 OR 802,,,,,,,,,,
,318-361,ELECTROMAGNETIC FIELDS,3,U,"; ; PREREQ: PHYSICS 209(P), ELECENG 234(P)",,Se 001,TR,12:30pm,1:45pm,PHY,151,Buechler,,
,318-362,ELECTROMECHANICAL ENERGY CONVERSION,4,U,; ; PREREQ: ELECENG 361(P) ; ; ENROL IN LC 401 & ANY LA 801-803,,,,,,,,,,
