code,title,credits,comments,section_num,days,start_time,end_time,building,room,instructor
LING 300,LINGUISTIC ANALYSIS,3.00,"* RESTRICTED DISTRIBUTION COURSE: GROUP II
Language as an object of scientific analysis, focused on how different
languages organize semantic and pragmatic information into simple
sentences. Topics: morphology, syntactic categories and constituency,
propositional semantics, tense-aspect-modality, pragmatic information
status, grammatical relations, and voice systems.
Prereq- Ling 200 or permission of instructor.
FOUNDATION COURSE
Also offered as Anth 300.",001,MWF,11:00AM,11:50AM,SH,207B,"Fleck, David"
LING 306,LANGUAGE AND MIND: COGNITIVE LINGUISTICS,3.00,"* DISTRIBUTION COURSE: GROUP II
Study of language as a cognitive system. Includes the expression in
language of linguistic data and thought patterns as evidence for the
cognitive structures and processes that enable people to learn and use
language.
Prereq- Ling 200 or 300 or permission of instructor.",001,TTH,09:25AM,10:40AM,RH,111,"Lamb, Sydney"
LING 340,THEORY AND METHODS OF TEACHING ESL,3.00,"* DISTRIBUTION COURSE: GROUP II
Introduction to the theory and practice of teaching a second language.
Includes the process of language learning viewed from social,
psychological, and linguistic perspectives, as well as commonly used
teaching ""methods,"" such as the audiolingual method, situational
language teaching, the natural approach, and TPR, among others.
Required for linguistics majors in second language acquisition
concentration.",001,TTH,10:50AM,12:05PM,RH,239,"Halmari, Helena"
LING 352,INTRO TO SANSKRIT II,3.00,"This course is a continuation of Ling 351, Sans 301 and aims at
developing vocabulary and grammatical skills through reading biblical
prose and poetic texts.
Prereq- Ling 351.
Also offered as Reli 352 and Sans 302.",001,MWF,11:00AM,11:50AM,RH,239,"Mitchell, Douglas"
LING 395,HIST OF THE ENGLISH LANG,3.00,"* DISTRIBUTION COURSE: GROUP II
Survey of 6,000 years of language history. Includes the phonological,
morphological, syntactic, and semantic history of the English language
from its Indo-European origins, through the Anglo-Saxon and Middle
English periods, and up to the present day. Also offered as ENGL 395.",001,MWF,09:00AM,09:50AM,RH,317,"Gerhardt, Cornelia"
LING 402,SYNTAX AND SEMANTICS,3.00,"* DISTRIBUTION COURSE: GROUP II
Study of semantic categories and their formal expression in
morphological, syntactic, and lexical units and patterns.
Also offered as Anth 402.",001,MWF,10:00AM,10:50AM,RH,239,"Davis, Philip"
LING 408,FIELD TECHNIQUES AND ANALYSIS,3.00,"* DISTRIBUTION COURSE: GROUP II
Continuation of Ling 407.
Also offered as Anth 408.",,,,,,,
LING 410,RHETORIC,3.00,"Overview of classical series of rhetoric and followed by more intensive
dicussions both of contemporary theories and applications in a wide
variety of disciplines.
Also offered as Anth 412.",001,TTH,10:50AM,12:05PM,SH,460,"Tyler, Stephen"
ACCO 598,INDEPENDENT STUDY,1.00,See Acco 597.,,,,,,,
ARCH 500,PRECEPTORSHIP PROGRAM,15.00,"Requisite for admission to graduate studies in architecture for all
recipients of Rice B.A. degrees in preprofessional or area majors.
Student completes nine to twelve months of full-time internship under
guidance of an appointed preceptor.",,,,,,,
LING 413,FORMAL THEORIES OF SYNTAX,3.00,"A survey of current formal theories of syntax: Government and Binding
Theory, Lexical Functional Grammar, Generalized Phrase Structure
Grammar, and Categorial Grammar.",001,TTH,01:00PM,02:15PM,RH,239,"Halmari, Helena"
LING 415,SOCIOLINGUISTICS,3.00,"* DISTRIBUTION COURSE: GROUP II
Topic: Issues of language and gender, race and class. The course will
begin with an overview of contemporary sociolinguistic theory and
methodologies. We will then examine the linguistic consequences to
speakers of their membership in groups defined in terms of gender,
race and class.",001,MWF,01:00PM,01:50PM,RH,239,"Niedzielski, Nancy"
LING 480,INDEPENDENT STUDY,1.00,,,,,,,,
LING 481,INDEPENDENT STUDY,1.00,* DISTRIBUTION COURSE: GROUP II,,,,,,,
LING 482,HONORS PROJECT,1.00,* DISTRIBUTION COURSE: GROUP II,,,,,,,
LING 500,LINGUISTIC ANALYIS,3.00,See Ling 300.,001,MWF,11:00AM,11:50AM,SH,207B,"Fleck, David"
LING 502,SYNTAX AND SEMANTICS,3.00,See Ling 402.,001,MWF,10:00AM,10:50AM,RH,239,"Davis, Philip"
LING 506,COGNITIVE LINGUISTICS,3.00,See Ling 306.,001,TTH,09:25AM,10:40AM,RH,111,"Lamb, Sydney"
LING 508,FIELD TECHNIQUES AND ANALYSIS,3.00,Continuation of Ling 507.,,,,,,,
LING 540,THEORY AND METHODS OF TEACHING ESL AND FO,3.00,See Ling 340.,001,TTH,10:50AM,12:05PM,FL,528,"Halmari, Helena"
ARCH 502,CORE DESIGN STUDIO II,10.00,Prereq- Arch 501.,001,MWF,01:00PM,06:00PM,,,"Pope, Albert"
LING 550,DEPARTMENTAL COLLOQUIUM,1.00,"Faculty, graduate students, and invited guests meet weekly to present
reports on current research or to discuss current issues in linguistics
and semiotics.",001,TH,04:00PM,05:30PM,RH,239,"Gildea, Spike"
LING 552,SEMINAR IN SYNTAX AND SEMANTICS,3.00,Complex expressions.,,,,,,,
LING 553,SEMINAR LINGUISTIC STRUCTURE NEURO-COGNI,3.00,,001,W,02:00PM,05:00PM,RH,239,"Lamb, Sydney"
LING 581,GRADUATE RESEARCH,1.00,,,,,,,,
LING 582,GRADUATE RESEARCH,1.00,,,,,,,,
LING 583,GRADUATE RESEARCH,1.00,,,,,,,,
LING 584,GRADUATE RESEARCH,1.00,,,,,,,,
LING 585,GRADUATE RESEARCH,1.00,,,,,,,,
LING 586,GRADUATE RESEARCH,1.00,,,,,,,,
LING 587,GRADUATE RESEARCH,1.00,,,,,,,,
ARCH 504,CORE DESIGN STUDIO IV,10.00,Prereq- Arch 503.,,,,,,,
LING 588,GRADUATE RESEARCH,1.00,,,,,,,,
LING 590,TEACHING LINGUISTICS,1.00,,,,,,,,
LING 591,TEACHING LINGUISTICS,1.00,,,,,,,,
LING 800,DISSERTATION RESEARCH,3.00,,,,,,,,
LOVE 212,URBAN SPACE IN THE GLOBAL CITY,3.00,"This course provides an introductory look at the effects of global
economic forces on urban spaces. It examines how the growth of the
financial and cultural sectors in an increasingly international economy
reshape the enviroments of central areas in such cities as London, New
York and Los Angeles. Readings and case studies are drawn for
architeecture, geography, sociology, and political science to introduce
student to the range of debates in urban regeneration, historic
presevation, inner-city community development, and the status of the
global city in a worldl financial and cultural economy.",001,MW,02:00PM,03:15PM,PL,118,"Deckha, Nityanand"
LOVE 248,DIALOGUE: RACISM,1.00,"This is an exciting course in which we attempt to develop an
understanding of how we learn to see people as ""us and them"". In
addition, we will learn the lost art of listening and life skills to
enable us to talk about racism within a safe, respectful enviroment..
Limited enrollment to 50.",001,T,07:00PM,09:00PM,SH,305,"Spuler, Richard"
MANA 404,MANAGEMENT COMMUNICATIONS IN A CONSULTIN,3.00,"This capstone course will teach communication processes related to the
management function and will integrate approaches from students' other
courses in the Managerial Studies major. Limited to Managerial Studies
majors who have already completed at least 8 of the 10 other required
courses in the major.
Enrollment limited to 35.",,,,,,,
MANA 498,INDEPENDENT STUDY,3.00,See Mana 497.,,,,,,,
MSCI 301,MATERIALS SCIENCE,3.00,"* DISTRIBUTION COURSE: GROUP III
Introduction to the science of solid materials covering
metals ,ceramics, plastics, and semiconductors. The properties of solid
materials from atomic and macroscopic points of view.
Prereq- Math 101, Chem 101, Phys 101",001,MWF,09:00AM,09:50AM,GL,106,"Barrera, Enrique"
MSCI 303,MATERIALS SCIENCE JUNIOR LAB,1.00,"Introductory laboratory course. Open to junior materials science
majors.",,,,,,,
ARCH 514,BLDG TECHNOLOGY AND STRUCTURES I,3.00,"A course in structures for students in the Qualifying Graduate Program.
Topics include: structure in architecture; forces and equilibrium;
structural materials; the behavior, analysis, and design of structural
elements and their connections.",,,,,,,
MSCI 404,MATERIALS ENGINEERING AND DESIGN,4.00,"Technological aspects of materials selection, design, failure, and
analysis. Laboratory time is spent in an industrial setting.
Prereq- Msci 301. Enrollment for non-Materials Science majors only by
permission of instructor.",001,MW,08:00AM,08:50AM,ME,123,"Cunningham, Robert"
MSCI 406,PHYSICAL PROPERTIES OF SOLIDS,3.00,"Survey of electrical, magnetic, thermal, and optical properties of
metals, semiconductors, and dielectrics based upon elementary band
theory concepts.
Prereq- Math 211.",001,TTH,08:00AM,09:20AM,ME,123,"Yakobson, Boris"
MSCI 411,METALLOGRAPHYANDPHASE RELATIONS,3.00,"Microstructures which may be observed in metals and alloys; optical
metallorgraphy in addition to more sophisticated techniques: relation
between structure and properties.
Prereq- Msci 301.",,,,,,,
MSCI 415,CERAMICS AND GLASSES,3.00,"Fundamentals of ceramic and glassy materials, including phase relations,
theoretical properties, structure, bonding, and design.
Prereq- Msci 301.",001,TTH,01:00PM,02:20PM,,,"Stemmer, Susanne"
MSCI 500,MATERIALS SCIENCE SEMINAR,0.00,A series of biweekly seminars on selected topics in Materials Science.,001,M,04:00PM,05:00PM,ME,123,"Barrera, Enrique"
MSCI 501,MATERIALS SCIENCE SEMINAR,1.00,A series of biweekly seminars on selected topics in Materials Science.,001,M,04:00PM,05:00PM,ME,123,"Barrera, Enrique"
MSCI 569,CORROSION,3.00,"Survey of surface activity and corrosion processes on metals,
semiconductors, and insulating materials.
Prereq- Msci 301.",,,,,,,
MSCI 594,PROPERTIES OF POLYMERS,3.00,"Study of the molecular organization and physical properties of polymeric
materials. Includes elastomeric, semicrystalline, and glassy polymers,
as well as the processing and technology of polymeric systems.
Also offered as Ceng 594.",001,TTH,10:50AM,12:05PM,PL,120,"Armeniades, Constantine"
MSCI 614,SPECIAL TOPICS,3.00,,,,,,,,
MSCI 615,SPECIAL TOPICS,1.00,001 TBA TBA TBA *CURRENT ENR: 0,,,,,,,
ARCH 516,BUILDING CLIMATOLOGY,3.00,"* DISTRIBUTION COURSE: GROUP III
See Arch 316.",001,TTH,09:25AM,10:40AM,,,"Oberholzer, Mark"
MSCI 645,THIN FILMS,3.00,"Deposition, characterization, and evaluation of the electronic,
magnetic, and mechanical properties of thin films will be discussed.
Special problems associated with the application of conventional bulk
material characterization techniques to the case of thin films will be
considered. The applications of thin films to devices such as
transistors, integrated circuits, memory arrays, surface acoustic wave
devices, optical waveguides and modulators, and microelectromechanical
systems will be covered.",001,TTH,01:00PM,02:20PM,,,"Rabson, Thomas"
MATH 101,SINGLE VARIABLE CALCULUS I,3.00,"* DISTRIBUTION COURSE: GROUP III
 *** Hour exams 8 AM TTH ***
Differentiation, extrema, Newton's method, integration, fundamental
theorem of calculus, area, volume, natural logarithm, exponential.",001,MWF,09:00AM,09:50AM,HB,427,"Harvey, Shelly"
MATH 102,SINGLE VARIABLE CALCULUS II,3.00,"* DISTRIBUTION COURSE: GROUP III
 *** Hour exams 8 AM TTH ***
Techniques of integration, arc length, surface area, Simpson's rule,
L'Hopital's rule. Infinite sequences and series, tests for convergence,
power series, radius of convergence.
Section 002 taught by Graduate Teaching Assistant.
Section 002 enrollment limited to 25 students.",,,,,,,
MATH 112,CALCULUS AND ITS APPLICATIONS,3.00,"* DISTRIBUTION COURSE: GROUP III
 *** Hour exams 8 AM TTH ***
See Math 111.",001,MWF,09:00AM,09:50AM,GRB,211W,"DePauw, Thierry"
MATH 211,ORDINARY DIFFERENTIAL EQUATIONS AND LINEA,3.00,"* DISTRIBUTION COURSE: GROUP III
 *** Hour exams 8 AM TTH ***
Separable equations, first order linear equations, nth order linear
equations with constant coefficients, Laplace transforms. Vector
spaces, dimension, eigenvalues and eigenvectors of matrices. Systems of
linear first order differential equations, exponential of a matrix.
Qualitative theory of nonlinear systems.
Math 211 will be taught using the computer assisted approach using
OWLNET.
Prereq- Math 102.
Section 002 taught by Graduate Teaching Assistant (Fall only).
Section 002 enrollment limited to 25 students (Fall only).",001,MWF,08:00AM,08:50AM,PL,210,"Slimowitz, Jennifer"
MATH 212,MULTIVARIABLE CALCULUS,3.00,"* DISTRIBUTION COURSE: GROUP III
Gradient, divergence, and curl. Lagrange multipliers. Multiple
intergrals. Spherical coordinates. Line integrals, conservative
vector fields, Green's theorem, Stokes' theorem, Gauss' theorem.",,,,,,,
MATH 222,HONORS CALCULUS IV,3.00,"* DISTRIBUTION COURSE: GROUP III
See Math 221.",001,MWF,11:00AM,11:50AM,HB,227,"Hempel, John"
MATH 322,INTRO TO ANALYSIS II,3.00,"* DISTRIBUTION COURSE: GROUP III
See Math 321.",001,MWF,03:00PM,03:50PM,HB,423,"Slimowitz, Jennifer"
MATH 356,ABSTRACT ALGEBRA,3.00,"* DISTRIBUTION COURSE: GROUP III
Groups: normal subgroups, factor groups, Abelian groups. Rings: ideals,
Euclidean rings, and unique factorization. Fields: algebraic
extensions, finite fields. Students may not take this course and Math
463.",001,MWF,02:00PM,02:50PM,HB,227,"Chang, Stanley"
MATH 365,NUMBER THEORY,3.00,"* DISTRIBUTION COURSE: GROUP III
Properties of numbers depending mainly on the notion of divisbility.
Continued fractions.
Offered alternate years.",001,MWF,03:00PM,03:50PM,HB,227,"Boshernitzan, Michael"
ARCH 600,M. ARCH OPTION I,0.00,"Practical work experience for students who have completed at least four
semesters in the Qualifying Graduate Program prior to their entrance
into the regular Master of Architecture studio sequence.
Permission of instructor required.
Very limited enrollment.",,,,,,,
MATH 382,COMPLEX ANALYSIS,3.00,"* DISTRIBUTION COURSE: GROUP III
Cauchy integral theorem, Taylor series, residues, evaluation of
integrals by means of residues, conformal mapping, application to
two-dimensional fluid flow. A student may not receive credit for this
course and Math 427, or Caam 330.",001,TTH,10:50AM,12:05PM,HB,223,"Polking, John"
